voltage,amplitude
6.637924970060725,0.38529254888530373
6.701853279999373,0.38436775217858515
6.523911765959723,0.3842984281673349
6.577356078495603,0.38347265346381737
6.604517539179995,0.38158085506982337
6.580778888441982,0.38188720475350696
6.611743977658769,0.3810830266623945
6.544584969717982,0.38082480649996786
7.581373246120725,0.36602063054109096
7.603378433575765,0.3648000470464313
7.543148600110261,0.365282124928145
7.59033798943439,0.3642368171582976
7.540868192458644,0.3646946924244561
7.510671459675185,0.36573169104093617
7.205149527857341,0.37645838295806117
7.213198354329805,0.3762288848030924
7.168058718790906,0.3766716776294349
7.188919855527738,0.37310419074990003
7.238948771472939,0.3719938355512701
7.282878240728885,0.3712088393958588
6.008707985287897,0.3828035501546682
5.995425478808882,0.3817659716941828
5.916540635203677,0.38232009288878605
5.936365117514699,0.38178511204929233
5.923366688001056,0.3816798130799929
5.970581769438912,0.3832603186740541
5.225223797142142,0.36802716367768673
5.287248130218278,0.3696939086058294
5.287130071407398,0.3701933469298468
5.229059038567454,0.3712746323987447
5.238027291107,0.3718536193425234
5.422682719338753,0.3726557420875644
5.445627160539892,0.3724521463845401
5.505980924127149,0.37402628265199406
5.828947571441916,0.3821059500549163
5.869824773167776,0.3829437353162616
5.801118804378013,0.38141139461394385
4.6144450137685205,0.35036560961729313
4.557053172956336,0.34748944686208466
4.577655729622898,0.34822428427606533
4.531029199243416,0.34764198013524417
4.582534215762333,0.3492604748792319
4.570500661304265,0.34853686028649933
8.980314651833204,0.29181564032820284
8.514712257072768,0.3230097574979608
8.4984320812323,0.32390423049125333
8.486710528579334,0.32361497395606315
8.263209686043162,0.34114243407449674
8.240323032887904,0.34244581091803467
8.281534916941267,0.3404766288617266
8.30415237353211,0.340397070874742
8.362302234551565,0.3378083536935829
6.445557433230632,0.3823804791794669
6.492165813573019,0.38397448945023643
