time,col0,col1,col2,col3,col4
-0.00238,7.1606000000000005,7.240600000000001,7.1686000000000005,7.264600000000001,7.1366000000000005
-0.002379,7.1526000000000005,7.232600000000001,7.1766000000000005,7.2806,7.1446000000000005
-0.0023780000000000003,7.1606000000000005,7.232600000000001,7.1686000000000005,7.288600000000001,7.1526000000000005
-0.002377,7.1686000000000005,7.240600000000001,7.1526000000000005,7.2806,7.1526000000000005
-0.002376,7.1686000000000005,7.240600000000001,7.1606000000000005,7.272600000000001,7.1366000000000005
-0.0023750000000000004,7.1686000000000005,7.232600000000001,7.1446000000000005,7.2806,7.1606000000000005
-0.0023740000000000002,7.1686000000000005,7.240600000000001,7.1606000000000005,7.2806,7.1446000000000005
-0.002373,7.1686000000000005,7.240600000000001,7.1606000000000005,7.2806,7.1446000000000005
-0.002372,7.1606000000000005,7.248600000000001,7.1606000000000005,7.2806,7.1366000000000005
-0.0023710000000000003,7.1606000000000005,7.248600000000001,7.1766000000000005,7.2806,7.1366000000000005
-0.00237,7.1526000000000005,7.232600000000001,7.1526000000000005,7.288600000000001,7.1526000000000005
-0.002369,7.1846000000000005,7.224600000000001,7.1606000000000005,7.2806,7.1526000000000005
-0.0023680000000000003,7.1686000000000005,7.240600000000001,7.1526000000000005,7.288600000000001,7.1366000000000005
-0.002367,7.1606000000000005,7.248600000000001,7.1446000000000005,7.288600000000001,7.1446000000000005
-0.002366,7.1766000000000005,7.232600000000001,7.1686000000000005,7.2806,7.1446000000000005
-0.0023650000000000003,7.1606000000000005,7.232600000000001,7.1606000000000005,7.2806,7.1526000000000005
-0.002364,7.1606000000000005,7.240600000000001,7.1606000000000005,7.2806,7.1366000000000005
-0.002363,7.1686000000000005,7.240600000000001,7.1526000000000005,7.2966,7.1526000000000005
-0.0023620000000000004,7.1606000000000005,7.224600000000001,7.1606000000000005,7.2806,7.1446000000000005
-0.0023610000000000003,7.1686000000000005,7.224600000000001,7.1686000000000005,7.288600000000001,7.1526000000000005
