,voltage,amplitude
0,6.687137463639317,0.45560692517328977
1,6.80337422325934,0.4548859729810339
2,6.710970711049782,0.45566773241941894
3,6.72233235670692,0.4533824356177502
4,6.720493667031046,0.45296536558541545
5,6.732470014133266,0.4541151966631202
6,6.756134019576869,0.45503836227684025
7,6.8436988087805,0.45775217564326953
8,6.833308752548886,0.45749806169888824
9,7.028098792473842,0.45561335762727734
10,6.9026567513433115,0.45797459174856425
11,6.921998136516,0.4600085156316783
12,7.006725077615058,0.4579905548266595
13,7.960413485462969,0.4238238238367295
14,7.773158701355054,0.4342749584417878
15,7.696649219096963,0.44068895741440056
16,7.655866533784515,0.44205368703940945
17,7.792483906087945,0.436015191591267
18,7.82943656379207,0.43361158433122554
19,7.694174935751999,0.44183368296324865
20,7.254992048134503,0.4544727734298308
21,7.250873487623282,0.4533542004709704
22,7.2316891410393005,0.45373392136016555
23,7.11992733198449,0.4567791628971223
24,7.106674042896879,0.4560897488224151
25,7.172618714554885,0.4565082718352101
26,7.238177999049726,0.45445132116867154
27,7.242623853568902,0.45317376596542336
28,8.526967609930558,0.3848083993780286
29,8.532436850614804,0.3837729103399501
30,8.557748945371321,0.38151380144988506
31,8.506951657302974,0.38662968762201755
32,8.465542301010835,0.3917371708065738
33,8.53987219917851,0.3834880041777024
34,8.628988510569256,0.37528723072742337
35,8.579741810659288,0.3788686218483476
36,7.889306882315022,0.43076640931986065
37,7.908107241967595,0.42963436306949526
38,8.112728804443744,0.4181085263001056
39,8.03354270057236,0.42247824134728645
40,7.94547435762983,0.4285670546513743
41,8.084526469236618,0.4199808488585955
42,8.08701332369807,0.41902517191128724
43,5.706155808027105,0.4100053446986453
44,5.628263495381575,0.40369232923007103
45,5.619617711969938,0.4029167593019618
46,5.681802015147399,0.40867988553375256
47,5.590902467525443,0.4005972096715645
48,5.644043183251264,0.40525276573883456
49,5.582162876406873,0.3995549179900898
50,5.137201626198015,0.34178733351799234
51,5.110862031439073,0.3402809817068465
52,5.200004416955921,0.352717693659638
53,5.1782040920904375,0.34976159909528204
54,5.571423455673831,0.3977902283597513
55,5.509361288321469,0.3922941434502231
56,5.1680609136949744,0.34948895965364607
57,5.019349422748536,0.32395986404223537
58,5.119276555385149,0.3401181253443376
59,6.126361614912542,0.43982879386119184
60,6.155219892304116,0.4404791292281518
61,6.149638494870728,0.44011562147227173
62,6.135464035616426,0.43929718043445976
63,6.042176137095894,0.4359300572230175
64,5.961023173441813,0.4311319210620083
65,5.995263566625599,0.4323909533166692
66,6.012550985094257,0.4326414647823561
67,6.423797554092332,0.450715607902623
68,6.307540668671557,0.44886559678576426
69,6.332135134116511,0.44892351249447227
70,6.471270808699304,0.4526015058468784
71,6.537918795939739,0.454395808465834
72,6.517873850993711,0.4534351689211133
