,time_m,signal
0,-99.07022410419937,8.171096
1,-99.06758101982226,8.169112
2,-99.0649379354425,8.170104
3,-99.06229485106803,8.168616
4,-99.05965176669092,8.168864
5,-99.05700868231379,8.169856
6,-99.0543655979367,8.170352
7,-99.05172251355694,8.168616
8,-99.04907942918246,8.171344
9,-99.04643634480536,8.167872
10,-99.0437932604256,8.168119999999998
11,-99.04115017605113,8.168368000000001
12,-99.03850709167402,8.168616
13,-99.0358640072969,8.16688
14,-99.0332209229198,8.169856000000001
15,-99.03057783854004,8.169608
16,-99.02793475416556,8.170848000000001
17,-99.02529166978846,8.169608
18,-99.0226485854087,8.170848000000001
19,-99.02000550103422,8.170600000000002
20,-99.01736241665712,8.171592
21,-99.01471933228,8.169608
22,-99.0120762479029,8.170847999999996
23,-99.00943316352578,8.167872
24,-99.00679007914866,8.166136
25,-99.00414699477156,8.169112000000002
26,-99.0015039103918,8.170104
27,-98.99886082601732,8.16936
28,-98.99621774164022,8.168615999999997
29,-98.99357465726047,8.16936
30,-98.99093157288598,8.16688
31,-98.98828848850889,8.169607999999998
32,-98.98564540413176,8.171096
33,-98.98300231975466,8.169608000000002
34,-98.9803592353749,8.167623999999998
35,-98.97771615100042,8.167872
36,-98.97507306662332,8.169856
37,-98.97242998224357,8.168368
38,-98.96978689786908,8.169360000000001
39,-98.96714381349199,8.170352
40,-98.96450072911486,8.168368
41,-98.96185764473775,8.169607999999998
42,-98.95921456035799,8.168368000000001
43,-98.95657147598352,8.168615999999998
44,-98.95392839160642,8.168864
45,-98.95128530722667,8.169359999999998
46,-98.94864222285219,8.170104
47,-98.94599913847509,8.1706
48,-98.94335605409533,8.16936
49,-98.94071296972085,8.168616
50,-98.93806988534375,8.168615999999998
51,-98.93542680096662,8.169111999999998
52,-98.93278371658951,8.170103999999998
53,-98.93014063220976,8.16936
54,-98.92749754783529,8.169112000000002
55,-98.92485446345819,8.169360000000001
56,-98.92221137907842,8.169360000000001
57,-98.91956829470395,8.170103999999998
58,-98.91692521032685,8.168864
59,-98.91428212594973,8.169608
60,-98.91163904157261,8.16812
61,-98.90899595719286,8.170104
62,-98.90635287281839,8.168616
63,-98.90370978844128,8.169856000000001
64,-98.90106670406152,8.169607999999998
65,-98.89842361968705,8.169360000000001
66,-98.89578053530995,8.168616000000002
67,-98.89313745093283,8.168616
68,-98.89049436655571,8.169112000000002
69,-98.88785128217862,8.169856
70,-98.88520819780149,8.171344000000001
71,-98.88256511342438,8.170600000000002
72,-98.87992202904462,8.169112000000002
73,-98.87727894467015,8.170848000000001
74,-98.87463586029304,8.169360000000001
75,-98.87199277591328,8.168864
76,-98.86934969153882,8.169112000000002
77,-98.8667066071617,8.171096
78,-98.86406352278459,8.167624
79,-98.86142043840748,8.168615999999998
80,-98.85877735402772,8.167624
81,-98.85613426965325,8.16688
82,-98.85349118527614,8.169608
83,-98.85084810089639,8.169608
84,-98.84820501652192,8.17184
85,-98.8455619321448,8.169607999999998
86,-98.84291884776769,8.170104
87,-98.84027576339058,8.168119999999998
88,-98.83763267901082,8.168864000000003
89,-98.83498959463635,8.168864000000001
90,-98.83234651025924,8.168615999999998
91,-98.82970342587949,8.169112
92,-98.82706034150502,8.169112000000002
93,-98.8244172571279,8.168616
94,-98.82177417274815,8.167871999999997
95,-98.81913108837368,8.168616
96,-98.81648800399657,8.169608
97,-98.81384491961946,8.168863999999997
98,-98.81120183524234,8.169111999999998
99,-98.80855875086259,8.171096
100,-98.80591566648812,8.167624
101,-98.803272582111,8.169360000000001
102,-98.80062949773125,8.167872
103,-98.79798641335678,8.169112000000002
104,-98.79534332897967,8.169112000000002
105,-98.79270024460256,8.171096
106,-98.79005716022544,8.170352000000001
107,-98.78741407584569,8.168119999999998
108,-98.78477099147122,8.169112000000002
109,-98.78212790709411,8.170351999999998
110,-98.77948482271435,8.167624
111,-98.77684173833988,8.169112000000002
112,-98.77419865396277,8.167375999999999
113,-98.77155556958301,8.169360000000001
114,-98.76891248520855,8.169360000000001
115,-98.76626940083143,8.168368000000001
116,-98.76362631645432,8.167624
117,-98.76098323207721,8.167623999999998
118,-98.75834014769745,8.168368
119,-98.75569706332298,8.169360000000001
120,-98.75305397894587,8.169608
121,-98.75041089456612,8.168119999999998
122,-98.74776781019165,8.170104
123,-98.74512472581453,8.167624
124,-98.74248164143742,8.170352
125,-98.73983855706031,8.168368000000001
126,-98.73719547268055,8.167872
127,-98.73455238830608,8.168864
128,-98.73190930392897,8.168368
129,-98.72926621954922,8.169607999999998
130,-98.72662313517475,8.167872
131,-98.72398005079764,8.167872
132,-98.72133696642052,8.168119999999998
133,-98.71869388204341,8.169360000000001
134,-98.7160507976663,8.169112000000002
135,-98.71340771328919,8.168615999999997
136,-98.71076462891207,8.168864000000001
137,-98.70812154453232,8.168615999999997
138,-98.70547846015785,8.167872
139,-98.70283537578074,8.169111999999998
140,-98.70019229140098,8.169111999999998
141,-98.69754920702651,8.168864000000001
142,-98.6949061226494,8.168616
143,-98.69226303827229,8.168864
144,-98.68961995389517,8.16812
145,-98.68697686951542,8.167624
146,-98.68433378514095,8.167872
147,-98.68169070076384,8.169856
148,-98.67904761638408,8.168367999999997
149,-98.67640453200961,8.169111999999998
150,-98.6737614476325,8.169608
151,-98.67111836325539,8.169111999999998
152,-98.66847527887828,8.169608
153,-98.66583219449852,8.169112000000002
154,-98.66318911012405,8.168864
155,-98.66054602574694,8.172584
156,-98.65790294136718,8.169360000000001
157,-98.65525985699271,8.167376
158,-98.6526167726156,8.167872
159,-98.64997368823585,8.1706
160,-98.64733060386138,8.169112000000002
161,-98.64468751948426,8.170351999999998
162,-98.64204443510715,8.169112000000002
163,-98.63940135073004,8.168368
164,-98.63675826635028,8.170104
165,-98.63411518197582,8.16936
166,-98.6314720975987,8.16936
167,-98.62882901321895,8.169112000000002
168,-98.62618592884448,8.169608
169,-98.62354284446737,8.170103999999998
170,-98.62089976009024,8.169112000000002
171,-98.61825667571314,8.167872000000001
172,-98.61561359133339,8.168616
173,-98.61297050695892,8.170351999999998
174,-98.6103274225818,8.170848
175,-98.60768433820205,8.170352
176,-98.60504125382758,8.171344
177,-98.60239816945047,8.169856
178,-98.59975508507334,8.169856
179,-98.59711200069624,8.167872
180,-98.59446891631913,8.169856
181,-98.591825831942,8.169112
182,-98.5891827475649,8.172584
183,-98.58653966318515,8.167624
184,-98.58389657881068,8.169856
185,-98.58125349443357,8.17184
186,-98.57861041005381,8.167624
187,-98.57596732567934,8.169856
188,-98.57332424130223,8.170104
189,-98.5706811569251,8.169856
190,-98.568038072548,8.169360000000001
191,-98.56539498816825,8.170351999999998
192,-98.56275190379377,8.169360000000001
193,-98.56010881941667,8.171344
194,-98.55746573503691,8.170848000000001
195,-98.55482265066243,8.169112
196,-98.55217956628533,8.168120000000002
197,-98.5495364819082,8.170352
198,-98.54689339753111,8.170104
199,-98.54425031315135,8.169111999999998
200,-98.54160722877687,8.170104
201,-98.53896414439977,8.170351999999998
202,-98.53632106002001,8.168368000000001
203,-98.53367797564553,8.169608
204,-98.53103489126843,8.169360000000001
205,-98.52839180688868,8.170352
206,-98.5257487225142,8.169856
207,-98.5231056381371,8.169856
208,-98.52046255375997,8.169360000000001
209,-98.51781946938287,8.170599999999999
210,-98.51517638500312,8.171096
211,-98.51253330062863,8.171096
212,-98.50989021625153,8.170352000000001
213,-98.50724713187178,8.170352
214,-98.5046040474973,8.169856
215,-98.5019609631202,8.169608
216,-98.49931787874307,8.169608
217,-98.49667479436596,8.169607999999998
218,-98.4940317099862,8.168368000000001
219,-98.49138862561173,8.169856000000001
220,-98.48874554123464,8.170103999999998
221,-98.48610245685488,8.169111999999998
222,-98.4834593724804,8.169360000000001
223,-98.4808162881033,8.169360000000001
224,-98.47817320372354,8.16936
225,-98.47553011934906,8.169608
226,-98.47288703497196,8.16936
227,-98.47024395059483,8.171592
228,-98.46760086621772,8.167872
229,-98.46495778183797,8.169360000000001
230,-98.4623146974635,8.168864000000001
231,-98.4596716130864,8.168367999999997
232,-98.45702852870663,8.168119999999998
233,-98.45438544433216,8.169360000000001
234,-98.45174235995506,8.169112000000002
235,-98.44909927557794,8.171096
236,-98.44645619120082,8.16688
237,-98.44381310682107,8.170599999999999
238,-98.4411700224466,8.169608
239,-98.43852693806949,8.170103999999998
240,-98.43588385368973,8.170352
241,-98.43324076931526,8.170103999999998
242,-98.43059768493816,8.165887999999999
243,-98.42795460056104,8.16812
244,-98.42531151618392,8.167376
245,-98.42266843180417,8.170103999999998
246,-98.4200253474297,8.170600000000002
247,-98.41738226305259,8.168864
248,-98.41473917867283,8.168616
249,-98.41209609429836,8.169856
250,-98.40945300992125,8.167624
251,-98.4068099255415,8.170104
252,-98.40416684116703,8.169112000000002
253,-98.40152375678993,8.167624
254,-98.3988806724128,8.168864000000003
255,-98.39623758803569,8.171096
256,-98.39359450365593,8.168119999999998
257,-98.39095141928146,8.169360000000001
258,-98.38830833490435,8.168616
259,-98.3856652505246,8.169360000000001
260,-98.38302216615013,8.169111999999998
261,-98.38037908177301,8.169112
262,-98.3777359973959,8.168616
263,-98.37509291301879,8.16812
264,-98.37244982863903,8.168864
265,-98.36980674426457,8.16812
266,-98.36716365988745,8.168368000000001
267,-98.3645205755077,8.16936
268,-98.36187749113323,8.170848000000001
269,-98.35923440675612,8.168368000000001
270,-98.35659132237636,8.169111999999998
271,-98.35394823800189,8.169608
272,-98.35130515362478,8.168368
273,-98.34866206924767,8.167624
274,-98.34601898487055,8.170103999999998
275,-98.3433759004908,8.168864000000001
276,-98.34073281611633,8.168615999999998
277,-98.33808973173922,8.169111999999998
278,-98.33544664735946,8.169608
279,-98.33280356298499,8.169112
280,-98.33016047860788,8.169856
281,-98.32751739423077,8.168864
282,-98.32487430985366,8.167624
283,-98.3222312254739,8.170352
284,-98.31958814109943,8.168119999999998
285,-98.31694505672232,8.168120000000002
