x,y,time
8.485,8.668999999999999,0.0009
8.489999999999998,8.668,0.00090004
8.485999999999999,8.668999999999999,0.0009000799999999
8.484,8.671999999999999,0.00090012
8.485999999999999,8.668,0.00090016
8.489999999999998,8.668999999999999,0.0009002
8.486999999999998,8.668,0.00090024
8.484,8.67,0.0009002799999999
8.486999999999998,8.67,0.00090032
8.485,8.668,0.00090036
8.485999999999999,8.671,0.0009004
8.485999999999999,8.667,0.00090044
8.485999999999999,8.668999999999999,0.0009004799999999
8.488999999999999,8.671,0.0009005199999999
8.488,8.668,0.00090056
8.484,8.67,0.0009006
8.485999999999999,8.667,0.00090064
8.488,8.67,0.00090068
8.485999999999999,8.668999999999999,0.0009007199999999
8.485999999999999,8.668999999999999,0.00090076
8.486999999999998,8.668,0.0009008
8.486999999999998,8.668999999999999,0.00090084
8.488,8.668999999999999,0.00090088
8.484,8.665999999999999,0.0009009199999999
8.482999999999999,8.667,0.00090096
8.486999999999998,8.668999999999999,0.000901
8.485999999999999,8.668,0.00090104
8.486999999999998,8.671999999999999,0.00090108
8.486999999999998,8.668,0.0009011199999999
8.488,8.668999999999999,0.00090116
8.489999999999998,8.67,0.0009012
8.484,8.671999999999999,0.00090124
8.485,8.671,0.00090128
8.485999999999999,8.67,0.0009013199999999
8.485999999999999,8.671,0.0009013599999999
8.485,8.671,0.0009014
8.488,8.671,0.00090144
8.488,8.667,0.00090148
8.485999999999999,8.67,0.00090152
8.485,8.671999999999999,0.0009015599999999
8.485999999999999,8.668999999999999,0.0009016
8.486999999999998,8.672999999999998,0.00090164
8.485,8.668999999999999,0.00090168
8.488,8.672999999999998,0.00090172
8.485999999999999,8.67,0.0009017599999999
8.485999999999999,8.668,0.0009018
8.488999999999999,8.671,0.00090184
8.485999999999999,8.667,0.00090188
8.485999999999999,8.671,0.00090192
8.488,8.67,0.0009019599999999
8.486999999999998,8.668999999999999,0.000902
8.485999999999999,8.672999999999998,0.00090204
8.486999999999998,8.668999999999999,0.00090208
8.484,8.668,0.00090212
8.482,8.667,0.0009021599999999
8.488999999999999,8.668999999999999,0.0009022
8.488,8.671,0.00090224
8.488,8.668999999999999,0.00090228
8.485,8.668999999999999,0.00090232
8.485999999999999,8.67,0.00090236
8.485999999999999,8.672999999999998,0.0009023999999999
8.485999999999999,8.668999999999999,0.00090244
8.485999999999999,8.671,0.00090248
8.485999999999999,8.67,0.00090252
8.486999999999998,8.668,0.00090256
8.486999999999998,8.667,0.0009025999999999
8.488,8.667,0.00090264
8.486999999999998,8.668999999999999,0.00090268
8.488999999999999,8.671,0.00090272
8.488,8.668999999999999,0.00090276
8.488999999999999,8.671999999999999,0.0009027999999999
8.488,8.668999999999999,0.00090284
8.488,8.67,0.00090288
8.488999999999999,8.668999999999999,0.00090292
8.485999999999999,8.668999999999999,0.00090296
8.488999999999999,8.671,0.0009029999999999
8.486999999999998,8.667,0.00090304
8.486999999999998,8.665,0.00090308
8.489999999999998,8.668,0.00090312
8.488,8.671,0.00090316
8.488,8.668999999999999,0.0009031999999999
8.485999999999999,8.668,0.0009032399999999
8.485999999999999,8.67,0.00090328
8.485999999999999,8.668999999999999,0.00090332
8.485,8.668999999999999,0.00090336
8.486999999999998,8.668999999999999,0.0009034
8.482,8.67,0.0009034399999999
8.488999999999999,8.668,0.00090348
8.485999999999999,8.67,0.00090352
