time,x,y
0.002448,6.65847,9.31206
0.002448,6.65823,9.31175
0.002448,6.65763,9.31197
0.002448,6.65817,9.31228
0.002448,6.65702,9.311
0.002448,6.65727,9.31275
0.002448,6.65666,9.31212
0.002448,6.65723,9.31094
0.002448,6.6568,9.31012
0.002448,6.65591,9.31053
0.002448,6.6562,9.30984
0.002448,6.65519,9.31119
0.002448,6.65595,9.30928
0.002448,6.6543,9.30994
0.002448,6.65555,9.31062
0.002448,6.65419,9.31012
0.002448,6.65375,9.30872
0.002448,6.65423,9.30937
0.002448,6.65322,9.30869
0.002448,6.65323,9.31044
0.002448,6.65439,9.30934
0.002448,6.65388,9.30941
0.002448,6.65198,9.3085
0.002449,6.65255,9.30756
0.002449,6.65294,9.30912
0.002449,6.65253,9.30675
0.002449,6.65309,9.30784
0.002449,6.65178,9.30841
0.002449,6.65198,9.3095
0.002449,6.65233,9.30803
0.002449,6.652,9.30831
0.002449,6.65109,9.30825
0.002449,6.65089,9.30497
0.002449,6.65044,9.30738
0.002449,6.65094,9.30566
0.002449,6.6508,9.30678
0.002449,6.64988,9.30653
0.002449,6.65064,9.30712
0.002449,6.64877,9.30513
0.002449,6.64945,9.30628
0.002449,6.6492,9.30562
0.002449,6.64889,9.30478
0.002449,6.64828,9.30584
0.002449,6.64828,9.30556
0.002449,6.64797,9.30513
0.002449,6.648,9.30375
0.002449,6.64731,9.30466
0.002449,6.64836,9.30334
0.00245,6.64794,9.30366
0.00245,6.64688,9.30453
0.00245,6.64689,9.30434
0.00245,6.64631,9.30359
0.00245,6.64608,9.30475
0.00245,6.64614,9.30169
0.00245,6.64481,9.30403
0.00245,6.64461,9.30331
0.00245,6.64517,9.30219
0.00245,6.64516,9.30231
0.00245,6.64414,9.30328
0.00245,6.64464,9.30063
0.00245,6.6438,9.30059
0.00245,6.64484,9.30222
0.00245,6.6443,9.30247
0.00245,6.64311,9.30047
0.00245,6.6425,9.3005
0.00245,6.64208,9.30069
0.00245,6.64328,9.29913
0.00245,6.64198,9.30209
0.00245,6.64213,9.30069
0.00245,6.64175,9.3005
0.00245,6.64095,9.29925
0.00245,6.64155,9.29959
0.00245,6.64103,9.30103
