,xdata,ydata
0,-1000.0,0.9756998986247822
1,-750.0,0.9922128059993426
2,-500.0,0.9966280834432507
3,0.0,0.990931154644076
4,500.0,0.9938930367492735
5,750.0,0.9893450890413946
6,1000.0,0.9756925836130991
7,1250.0,0.9607269867447226
8,1500.0,0.9399024825890208
