,xdata,ydata
0,-1500.0,1.0994829715762338
1,-1250.0,1.0717924344372882
2,-1000.0,1.046781329305969
3,-750.0,1.0262208426684496
4,-500.0,1.0125004057801015
5,0.0,0.9995367830909027
6,500.0,1.005877179384385
7,750.0,1.0286156161706295
8,1000.0,1.039646820853133
9,1250.0,1.071996012187314
10,1500.0,1.0970774962876477
