time,x,y
-0.000912,5.0,-5.0
-0.0009116,5.0,-6.0
-0.0009112,7.0,-6.0
-0.0009108,6.0,-6.0
-0.0009104,6.0,-6.0
-0.00091,6.0,-6.0
-0.0009096000000000001,6.0,-6.0
-0.0009092000000000001,6.0,-6.0
-0.0009088000000000001,6.0,-6.0
-0.0009084000000000001,6.0,-5.0
-0.0009080000000000001,6.0,-5.0
-0.0009076,6.0,-5.0
-0.0009072,6.0,-5.0
-0.0009068,6.0,-6.0
-0.0009064,6.0,-5.0
-0.000906,7.0,-4.0
-0.0009056,6.0,-6.0
-0.0009052000000000001,6.0,-5.0
-0.0009048000000000001,6.0,-5.0
-0.0009044000000000001,6.0,-5.0
-0.0009040000000000001,6.0,-5.0
-0.0009036000000000001,6.0,-5.0
-0.0009032,6.0,-5.0
-0.0009028,6.0,-5.0
-0.0009024,6.0,-5.0
-0.000902,7.0,-5.0
-0.0009016,5.0,-5.0
-0.0009012,5.0,-5.0
-0.0009008000000000001,6.0,-5.0
-0.0009004000000000001,6.0,-6.0
-0.0009000000000000001,6.0,-5.0
-0.0008996000000000001,6.0,-5.0
-0.0008992000000000001,6.0,-5.0
-0.0008988000000000001,6.0,-5.0
-0.0008984,6.0,-6.0
-0.000898,6.0,-6.0
-0.0008976,6.0,-5.0
-0.0008972,7.0,-5.0
-0.0008968,6.0,-6.0
-0.0008964000000000001,6.0,-5.0
-0.0008960000000000001,6.0,-6.0
-0.0008956000000000001,6.0,-6.0
-0.0008952000000000001,5.0,-5.0
-0.0008948000000000001,6.0,-6.0
-0.0008944000000000001,6.0,-6.0
-0.000894,6.0,-6.0
-0.0008936,6.0,-7.0
-0.0008932,6.0,-6.0
-0.0008928,6.0,-6.0
-0.0008924,6.0,-7.0
-0.000892,6.0,-6.0
-0.0008916000000000001,6.0,-6.0
-0.0008912000000000001,6.0,-6.0
-0.0008908000000000001,6.0,-6.0
-0.0008904000000000001,6.0,-6.0
-0.0008900000000000001,6.0,-6.0
-0.0008896,6.0,-6.0
-0.0008892,6.0,-6.0
-0.0008888,5.0,-5.0
-0.0008884,6.0,-5.0
