time,x
-0.0021084,7.8992
-0.0021083,7.8962
-0.0021081999999999997,7.8992
-0.0021081,7.8947
-0.002108,7.8917
-0.0021079,7.8977
-0.0021078,7.8992
-0.0021077,7.9007
-0.0021076,7.9007000000000005
-0.0021075,7.8932
-0.0021073999999999997,7.8962
-0.0021073,7.8932
-0.0021072,7.8977
-0.0021070999999999998,7.8947
-0.002107,7.8962
-0.0021069,7.896199999999999
-0.0021068,7.8977
-0.0021067,7.8977
-0.0021066,7.8902
-0.0021065,7.8991999999999996
-0.0021064,7.9007
-0.0021062999999999998,7.8991999999999996
-0.0021062,7.8962
-0.0021061,7.903700000000001
-0.002106,7.9022
-0.0021059,7.8962
-0.0021058,7.8977
-0.0021057,7.8977
-0.0021056,7.8917
-0.0021054999999999997,7.8992
-0.0021054,7.9007
-0.0021053,7.8947
-0.0021051999999999998,7.9007
-0.0021051,7.8992
-0.002105,7.8962
-0.0021049,7.8932
-0.0021048,7.8962
-0.0021046999999999997,7.8992
-0.0021046,7.8977
-0.0021045,7.8932
-0.0021043999999999998,7.8977
-0.0021043,7.9007000000000005
-0.0021042,7.8992
-0.0021041,7.8932
-0.002104,7.8947
-0.0021039,7.8992
-0.0021038,7.8962
-0.0021037,7.8962
-0.0021035999999999997,7.8992
-0.0021035,7.8947
-0.0021034,7.8962
-0.0021033,7.8947
-0.0021032,7.8947
-0.0021031,7.9007
-0.002103,7.8977
-0.0021029,7.8977
-0.0021027999999999997,7.902200000000001
-0.0021027,7.8947
-0.0021026,7.8962
-0.0021024999999999998,7.9007
-0.0021024,7.8977
-0.0021023,7.8962
-0.0021022,7.8977
-0.0021021,7.8977
-0.002102,7.8977
-0.0021019,7.8977
-0.0021018,7.902200000000001
-0.0021016999999999997,7.902200000000001
-0.0021016,7.8947
-0.0021015,7.8977
-0.0021014,7.8992
-0.0021013,7.8947
-0.0021012,7.8932
-0.0021011,7.902200000000001
-0.002101,7.8947
-0.0021008999999999997,7.9007
-0.0021008,7.8992
-0.0021007,7.8977
-0.0021005999999999998,7.8977
-0.0021005,7.8977
-0.0021004,7.8962
-0.0021003,7.8947
-0.0021002,7.8977
-0.0021000999999999997,7.8962
-0.0021,7.8962
-0.0020999,7.8932
-0.0020997999999999998,7.8962
-0.0020997,7.8962
-0.0020996,7.9007000000000005
-0.0020995,7.8962
-0.0020994,7.8992
-0.0020993,7.8977
-0.0020992,7.9007000000000005
-0.0020991,7.8962
-0.0020989999999999997,7.9007000000000005
-0.0020989,7.8977
-0.0020988,7.8932
-0.0020987,7.8962
-0.0020986,7.9007000000000005
-0.0020985,7.8977
-0.0020984,7.8977
-0.0020983,7.906699999999999
-0.0020981999999999997,7.9007000000000005
-0.0020981,7.9007000000000005
-0.002098,7.8947
-0.0020978999999999998,7.8992
-0.0020978,7.905200000000001
-0.0020977,7.8977
-0.0020976,7.9022
-0.0020975,7.8992
-0.0020974,7.9007000000000005
-0.0020973,7.8947
-0.0020972,7.8947
-0.0020970999999999997,7.8947
-0.002097,7.9007000000000005
-0.0020969,7.9007000000000005
-0.0020968,7.8932
-0.0020967,7.903700000000001
-0.0020966,7.902200000000001
-0.0020965,7.8977
-0.0020964,7.8977
-0.0020962999999999997,7.8947
-0.0020962,7.8992
-0.0020961,7.8992
-0.0020959999999999998,7.8992
-0.0020959,7.8977
-0.0020958,7.8977
-0.0020957,7.8962
-0.0020956,7.9007000000000005
-0.0020955,7.9007000000000005
-0.0020954,7.8962
-0.0020953,7.8992
-0.0020951999999999998,7.903700000000001
-0.0020951,7.902200000000001
-0.002095,7.8977
-0.0020949,7.8992
-0.0020948,7.9007000000000005
-0.0020947,7.9007000000000005
-0.0020946,7.8962
-0.0020945,7.8962
-0.0020943999999999997,7.9037
-0.0020943,7.8962
-0.0020942,7.9007000000000005
-0.0020940999999999998,7.8992
-0.002094,7.8977
-0.0020939,7.8962
-0.0020938,7.8962
-0.0020937,7.8992
-0.0020935999999999997,7.9007000000000005
-0.0020935,7.9007000000000005
-0.0020934,7.8992
-0.0020932999999999998,7.9022
-0.0020932,7.8992
-0.0020931,7.8962
-0.002093,7.8992
-0.0020929,7.8992
-0.0020928,7.8977
-0.0020927,7.9007000000000005
-0.0020926,7.9007000000000005
-0.0020924999999999997,7.8962
-0.0020924,7.8977
-0.0020923,7.8992
-0.0020922,7.8977
-0.0020921,7.8947
-0.002092,7.8977
-0.0020919,7.8962
-0.0020918,7.8977
-0.0020916999999999997,7.9007000000000005
-0.0020916,7.8992
-0.0020915,7.9007000000000005
-0.0020913999999999998,7.9007000000000005
-0.0020913,7.903700000000001
-0.0020912,7.8991999999999996
-0.0020911,7.8977
-0.002091,7.8977
-0.0020909,7.8992
-0.0020908,7.8992
-0.0020907,7.8977
-0.0020905999999999998,7.8992
-0.0020905,7.8932
-0.0020904,7.8962
-0.0020903,7.8992
-0.0020902,7.8992
-0.0020901,7.9022
-0.00209,7.9007
-0.0020899,7.8977
-0.0020897999999999997,7.8991999999999996
-0.0020897,7.8992
-0.0020896,7.8917
-0.0020894999999999998,7.8932
-0.0020894,7.9007000000000005
-0.0020893,7.902200000000001
-0.0020892,7.9022
-0.0020891,7.8992
-0.0020889999999999997,7.8962
-0.0020889,7.8947
-0.0020888,7.9022
-0.0020886999999999998,7.8962
-0.0020886,7.8977
-0.0020885,7.9022
-0.0020884,7.8962
-0.0020883,7.8977
-0.0020882,7.8962
-0.0020881,7.9022
-0.002088,7.903700000000001
-0.0020878999999999997,7.8992
-0.0020878,7.902200000000001
-0.0020877,7.8992
-0.0020876,7.905199999999999
-0.0020875,7.8962
-0.0020874,7.8977
-0.0020873,7.8947
-0.0020872,7.8917
-0.0020870999999999997,7.9007000000000005
-0.002087,7.8962
-0.0020869,7.8992
-0.0020867999999999998,7.902200000000001
-0.0020867,7.8947
-0.0020866,7.8962
-0.0020865,7.896199999999999
-0.0020864,7.902200000000001
-0.0020863,7.8917
-0.0020862,7.903700000000001
-0.0020861,7.8976999999999995
-0.0020859999999999997,7.8991999999999996
-0.0020859,7.8992
-0.0020858,7.9007000000000005
-0.0020857,7.8977
-0.0020856,7.8917
-0.0020855,7.8962
-0.0020854,7.8977
-0.0020853,7.8992
-0.0020851999999999997,7.8977
-0.0020851,7.8992
-0.002085,7.8992
-0.0020848999999999998,7.8977
-0.0020848,7.8932
-0.0020847,7.9007000000000005
-0.0020846,7.8977
-0.0020845,7.8992
-0.0020844,7.8947
-0.0020843,7.8962
-0.0020842,7.8947
-0.0020840999999999998,7.8992
-0.002084,7.8992
-0.0020839,7.8932
-0.0020838,7.8977
-0.0020837,7.9022
-0.0020836,7.8992
-0.0020835,7.8977
-0.0020834,7.9022
-0.0020832999999999997,7.8992
-0.0020832,7.9007000000000005
-0.0020831,7.903700000000001
-0.0020829999999999998,7.8976999999999995
-0.0020829,7.8977
-0.0020828,7.8962
-0.0020827,7.8962
-0.0020826,7.8992
-0.0020824999999999997,7.8977
-0.0020824,7.8962
-0.0020823,7.8992
-0.0020821999999999998,7.8962
-0.0020821,7.8962
-0.002082,7.8962
-0.0020819,7.8962
-0.0020818,7.8992
-0.0020817,7.8977
-0.0020816,7.8962
-0.0020815,7.8992
-0.0020813999999999997,7.8992
-0.0020813,7.9007000000000005
-0.0020812,7.8932
-0.0020811,7.8932
-0.002081,7.8962
-0.0020809,7.8932
-0.0020808,7.8962
-0.0020807,7.8947
-0.0020805999999999997,7.8947
-0.0020805,7.902200000000001
-0.0020804,7.8962
-0.0020802999999999998,7.9007000000000005
-0.0020802,7.8962
-0.0020801,7.8991999999999996
-0.00208,7.8947
-0.0020799,7.8947
-0.0020797999999999997,7.8992
-0.0020797,7.8947
-0.0020796,7.8992
-0.0020794999999999998,7.8977
-0.0020794,7.9022
-0.0020793,7.8977
-0.0020792,7.8932
-0.0020791,7.8977
-0.002079,7.8977
-0.0020789,7.8947
-0.0020788,7.8917
-0.0020786999999999997,7.9007000000000005
-0.0020786,7.8977
-0.0020785,7.8932
-0.0020783999999999998,7.8977
-0.0020783,7.8962
-0.0020782,7.9007
-0.0020781,7.8977
-0.002078,7.8932
-0.0020778999999999997,7.8932
-0.0020778,7.8977
-0.0020777,7.8947
-0.0020775999999999998,7.8977
-0.0020775,7.8962
-0.0020774,7.902200000000001
-0.0020773,7.8977
-0.0020772,7.8992
-0.0020771,7.8947
-0.002077,7.8902
-0.0020769,7.9007
-0.0020767999999999997,7.8977
-0.0020767,7.8962
-0.0020766,7.8917
-0.0020765,7.9007000000000005
-0.0020764,7.8977
-0.0020763,7.8977
-0.0020762,7.8977
-0.0020761,7.8976999999999995
-0.0020759999999999997,7.8932
-0.0020759,7.8992
-0.0020758,7.902200000000001
-0.0020756999999999998,7.8992
-0.0020756,7.8992
-0.0020755,7.8977
-0.0020754,7.8992
-0.0020753,7.8947
-0.0020752,7.902200000000001
-0.0020751,7.9007000000000005
-0.002075,7.8992
-0.0020748999999999997,7.9007000000000005
-0.0020748,7.8962
-0.0020747,7.9037
-0.0020746,7.903700000000001
-0.0020745,7.903700000000001
-0.0020744,7.9007000000000005
-0.0020743,7.9007000000000005
-0.0020742,7.902200000000001
-0.0020740999999999997,7.8992
-0.002074,7.8902
-0.0020739,7.9037
-0.0020737999999999998,7.896199999999999
-0.0020737,7.8962
-0.0020736,7.8947
-0.0020735,7.8991999999999996
-0.0020734,7.903700000000001
-0.0020733,7.8947
-0.0020732,7.9037
-0.0020731,7.9007
-0.0020729999999999998,7.8962
-0.0020729,7.902200000000001
-0.0020728,7.9022
-0.0020727,7.9007000000000005
-0.0020726,7.8976999999999995
-0.0020725,7.9007000000000005
-0.0020724,7.8962
-0.0020723,7.902200000000001
-0.0020721999999999997,7.8977
-0.0020721,7.8947
-0.002072,7.8992
-0.0020719,7.8917
-0.0020718,7.9007000000000005
-0.0020717,7.9007000000000005
-0.0020716,7.8977
-0.0020715,7.8977
-0.0020713999999999997,7.8977
-0.0020713,7.8947
-0.0020712,7.9022
-0.0020710999999999998,7.8977
-0.002071,7.8902
-0.0020709,7.8962
-0.0020708,7.9007000000000005
-0.0020707,7.8977
-0.0020706,7.9007000000000005
-0.0020705,7.8977
-0.0020704,7.9007
-0.0020702999999999997,7.8947
-0.0020702,7.902200000000001
-0.0020701,7.8947
-0.00207,7.8991999999999996
-0.0020699,7.9007
-0.0020698,7.8962
-0.0020697,7.8977
-0.0020696,7.9007000000000005
-0.0020694999999999997,7.8962
-0.0020694,7.8992
-0.0020693,7.8991999999999996
-0.0020691999999999998,7.8977
-0.0020691,7.9007
-0.002069,7.8992
-0.0020689,7.902200000000001
-0.0020688,7.9007
-0.0020686999999999997,7.8947
-0.0020686,7.9052
-0.0020685,7.8992
-0.0020683999999999998,7.902200000000001
-0.0020683,7.9007000000000005
-0.0020682,7.8947
-0.0020681,7.8932
-0.002068,7.8962
-0.0020679,7.8977
-0.0020678,7.8947
-0.0020677,7.903700000000001
-0.0020675999999999997,7.8962
-0.0020675,7.8977
-0.0020674,7.8962
-0.0020672999999999998,7.8947
-0.0020672,7.8932
-0.0020671,7.9007
-0.002067,7.8977
-0.0020669,7.8947
-0.0020667999999999997,7.9037
-0.0020667,7.8962
-0.0020666,7.8977
-0.0020664999999999998,7.8932
-0.0020664,7.8992
-0.0020663,7.9007000000000005
-0.0020662,7.8962
-0.0020661,7.8962
-0.002066,7.8992
-0.0020659,7.8962
-0.0020658,7.8947
-0.0020656999999999997,7.9022
-0.0020656,7.8977
-0.0020655,7.902200000000001
-0.0020654,7.8977
-0.0020653,7.8962
-0.0020652,7.8962
-0.0020651,7.9007000000000005
-0.002065,7.8977
-0.0020648999999999997,7.8962
-0.0020648,7.8976999999999995
-0.0020647,7.8947
-0.0020645999999999998,7.8962
-0.0020645,7.8962
-0.0020644,7.8992
-0.0020643,7.8992
-0.0020642,7.8977
-0.0020641,7.9007
-0.002064,7.8947
-0.0020639,7.8947
-0.0020637999999999997,7.8917
-0.0020637,7.8902
-0.0020636,7.9007
-0.0020635,7.8947
-0.0020634,7.8977
-0.0020633,7.8992
-0.0020632,7.9007
-0.0020631,7.8962
-0.0020629999999999997,7.8962
-0.0020629,7.8947
-0.0020628,7.8977
-0.0020626999999999998,7.8977
-0.0020626,7.8992
-0.0020625,7.9007
-0.0020624,7.902200000000001
-0.0020623,7.8992
-0.0020622,7.8992
-0.0020621,7.8962
-0.002062,7.8947
-0.0020618999999999998,7.8932
-0.0020618,7.8962
-0.0020617,7.902200000000001
-0.0020616,7.8947
-0.0020615,7.8992
-0.0020614,7.8992
-0.0020613,7.8947
-0.0020612,7.8977
-0.0020610999999999997,7.8962
-0.002061,7.903700000000001
-0.0020609,7.8977
-0.0020608,7.8962
-0.0020607,7.905200000000001
-0.0020606,7.902200000000001
-0.0020605,7.8977
-0.0020604,7.9007000000000005
-0.0020602999999999997,7.8962
-0.0020602,7.8962
-0.0020601,7.8992
-0.0020599999999999998,7.9007000000000005
-0.0020599,7.8962
-0.0020598,7.8992
-0.0020597,7.8947
-0.0020596,7.8977
-0.0020595,7.902200000000001
-0.0020594,7.8977
-0.0020593,7.9007000000000005
-0.0020591999999999997,7.8992
-0.0020591,7.8947
-0.002059,7.8947
-0.0020589,7.8992
-0.0020588,7.9007000000000005
-0.0020587,7.8977
-0.0020586,7.9007000000000005
-0.0020585,7.902200000000001
-0.0020583999999999997,7.8992
-0.0020583,7.8947
-0.0020582,7.8962
-0.0020580999999999998,7.8977
-0.002058,7.8992
-0.0020579,7.8947
-0.0020578,7.902200000000001
-0.0020577,7.9037
-0.0020575999999999997,7.8992
-0.0020575,7.8992
-0.0020574,7.8992
-0.0020572999999999998,7.9007000000000005
-0.0020572,7.8962
-0.0020571,7.903700000000001
-0.002057,7.8977
-0.0020569,7.902200000000001
-0.0020568,7.8947
-0.0020567,7.8992
-0.0020566,7.8977
-0.0020564999999999997,7.8932
-0.0020564,7.8962
-0.0020563,7.9022
-0.0020561999999999998,7.8962
-0.0020561,7.8962
-0.002056,7.8977
-0.0020559,7.8962
-0.0020558,7.9007000000000005
-0.0020556999999999997,7.8947
-0.0020556,7.8977
-0.0020555,7.8962
-0.0020553999999999998,7.8977
-0.0020553,7.8962
-0.0020552,7.902200000000001
-0.0020551,7.903700000000001
-0.002055,7.9007000000000005
-0.0020549,7.9037
-0.0020548,7.903700000000001
-0.0020547,7.8977
-0.0020545999999999997,7.9007000000000005
-0.0020545,7.9037
-0.0020544,7.8992
-0.0020543,7.8977
-0.0020542,7.9007000000000005
-0.0020541,7.8992
-0.002054,7.8977
-0.0020539,7.8962
-0.0020537999999999997,7.9022
-0.0020537,7.8962
-0.0020536,7.903700000000001
-0.0020534999999999998,7.903700000000001
-0.0020534,7.9007000000000005
-0.0020533,7.9007000000000005
-0.0020532,7.9007000000000005
-0.0020531,7.8992
-0.002053,7.8992
-0.0020529,7.8947
-0.0020528,7.8977
-0.0020526999999999998,7.9007000000000005
-0.0020526,7.8947
-0.0020525,7.8962
-0.0020524,7.8976999999999995
-0.0020523,7.902200000000001
-0.0020522,7.9007000000000005
-0.0020521,7.8962
-0.002052,7.8962
-0.0020518999999999997,7.9052
-0.0020518,7.8992
-0.0020517,7.9007000000000005
-0.0020515999999999998,7.902200000000001
-0.0020515,7.8962
-0.0020514,7.902200000000001
-0.0020513,7.9007000000000005
-0.0020512,7.8977
-0.0020511,7.8992
-0.002051,7.8917
-0.0020509,7.9007000000000005
-0.0020507999999999998,7.8977
-0.0020507,7.8962
-0.0020506,7.9007000000000005
-0.0020505,7.8977
-0.0020504,7.8962
-0.0020503,7.9007000000000005
-0.0020502,7.8992
-0.0020501,7.8962
-0.0020499999999999997,7.8962
-0.0020499,7.8977
-0.0020498,7.8917
-0.0020497,7.8932
-0.0020496,7.8962
-0.0020495,7.8977
-0.0020494,7.8947
-0.0020493,7.9007
-0.0020491999999999997,7.8962
-0.0020491,7.9037
-0.002049,7.8947
-0.0020488999999999998,7.8962
-0.0020488,7.8962
-0.0020487,7.9007
-0.0020486,7.8977
-0.0020485,7.8947
-0.0020484,7.8962
-0.0020483,7.8947
-0.0020482,7.8977
-0.0020480999999999997,7.8977
-0.002048,7.8947
-0.0020479,7.8977
-0.0020478,7.8992
-0.0020477,7.8947
-0.0020476,7.8977
-0.0020475,7.8902
-0.0020474,7.8992
-0.0020472999999999997,7.8917
-0.0020472,7.8991999999999996
-0.0020471,7.8977
-0.0020469999999999998,7.8947
-0.0020469,7.8902
-0.0020468,7.8992
-0.0020467,7.8962
-0.0020466,7.902199999999999
-0.0020464999999999997,7.8962
-0.0020464,7.8977
-0.0020463,7.8977
-0.0020461999999999998,7.8947
-0.0020461,7.8962
-0.002046,7.8977
-0.0020459,7.902200000000001
-0.0020458,7.8977
-0.0020457,7.8977
-0.0020456,7.8992
-0.0020455,7.8977
-0.0020453999999999997,7.8947
-0.0020453,7.8917
-0.0020452,7.8932
-0.0020450999999999998,7.9037
-0.002045,7.8992
-0.0020449,7.8962
-0.0020448,7.8992
-0.0020447,7.8962
-0.0020445999999999997,7.8992
-0.0020445,7.8977
-0.0020444,7.8992
-0.0020442999999999998,7.8917
-0.0020442,7.8992
-0.0020441,7.8947
-0.002044,7.8992
-0.0020439,7.8992
-0.0020438,7.8962
-0.0020437,7.9007000000000005
-0.0020436,7.8977
-0.0020434999999999997,7.8917
-0.0020434,7.8962
-0.0020433,7.8932
-0.0020432,7.8917
-0.0020431,7.8932
-0.002043,7.8992
-0.0020429,7.8977
-0.0020428,7.8991999999999996
-0.0020426999999999997,7.8992
-0.0020426,7.8917
-0.0020425,7.8887
-0.0020423999999999998,7.8977
-0.0020423,7.8962
-0.0020422,7.8902
-0.0020421,7.8977
-0.002042,7.8962
-0.0020419,7.8962
-0.0020418,7.9007000000000005
-0.0020417,7.8992
-0.0020415999999999998,7.8977
-0.0020415,7.8992
-0.0020414,7.8977
-0.0020413,7.8947
-0.0020412,7.8947
-0.0020411,7.8947
-0.002041,7.8962
-0.0020409,7.8962
-0.0020407999999999997,7.8947
-0.0020407,7.8977
-0.0020406,7.9007000000000005
-0.0020404999999999998,7.8992
-0.0020404,7.8962
-0.0020403,7.8962
-0.0020402,7.8947
-0.0020401,7.8932
-0.00204,7.8977
-0.0020399,7.8932
-0.0020398,7.8932
-0.0020396999999999998,7.8977
-0.0020396,7.9007
-0.0020395,7.8932
-0.0020394,7.9007000000000005
-0.0020393,7.8902
-0.0020392,7.8992
-0.0020391,7.8992
-0.002039,7.8932
-0.0020388999999999997,7.8992
-0.0020388,7.8977
-0.0020387,7.8977
-0.0020386,7.9022
-0.0020385,7.8932
-0.0020384,7.8977
-0.0020383,7.8917
-0.0020382,7.9022
-0.0020380999999999997,7.8977
-0.002038,7.8977
-0.0020379,7.8962
-0.0020377999999999998,7.8977
-0.0020377,7.8962
-0.0020376,7.8992
-0.0020375,7.9007000000000005
-0.0020374,7.8992
-0.0020373,7.9007000000000005
-0.0020372,7.8977
-0.0020371,7.8977
-0.0020369999999999997,7.8902
-0.0020369,7.8992
-0.0020368,7.8977
-0.0020367,7.8962
-0.0020366,7.8947
-0.0020365,7.8977
-0.0020364,7.9037
-0.0020363,7.9007
-0.0020361999999999997,7.8992
-0.0020361,7.9007
-0.002036,7.8962
-0.0020358999999999998,7.8932
-0.0020358,7.8992
-0.0020357,7.8932
-0.0020356,7.8977
-0.0020355,7.8962
-0.0020353999999999997,7.8977
-0.0020353,7.8992
-0.0020352,7.8962
-0.0020350999999999998,7.8992
-0.002035,7.8962
-0.0020349,7.9007000000000005
-0.0020348,7.8962
-0.0020347,7.8962
-0.0020346,7.8962
-0.0020345,7.8992
-0.0020344,7.9022
-0.0020342999999999997,7.9007000000000005
-0.0020342,7.903700000000001
-0.0020341,7.9037
-0.002034,7.8977
-0.0020339,7.902200000000001
-0.0020338,7.9007
-0.0020337,7.8992
-0.0020336,7.8976999999999995
-0.0020334999999999997,7.8977
-0.0020334,7.8947
-0.0020333,7.9022
-0.0020331999999999998,7.9007000000000005
-0.0020331,7.8992
-0.002033,7.8962
-0.0020329,7.8947
-0.0020328,7.8962
-0.0020327,7.902200000000001
-0.0020326,7.9007000000000005
-0.0020325,7.8992
-0.0020323999999999997,7.8962
-0.0020323,7.8991999999999996
-0.0020322,7.8992
-0.0020321,7.8962
-0.002032,7.8962
-0.0020319,7.8977
-0.0020318,7.8976999999999995
-0.0020317,7.8947
-0.0020315999999999997,7.9007000000000005
-0.0020315,7.8992
-0.0020314,7.8992
-0.0020312999999999998,7.8992
-0.0020312,7.8962
-0.0020311,7.8977
-0.002031,7.8992
-0.0020309,7.8947
-0.0020308,7.8977
-0.0020307,7.8947
-0.0020306,7.8977
-0.0020304999999999998,7.8887
-0.0020304,7.8992
-0.0020303,7.8947
-0.0020302,7.8962
-0.0020301,7.8947
-0.00203,7.9052
-0.0020299,7.8992
-0.0020298,7.8992
-0.0020296999999999997,7.9007000000000005
-0.0020296,7.8932
-0.0020295,7.8932
-0.0020293999999999998,7.8962
-0.0020293,7.8977
-0.0020292,7.9007000000000005
-0.0020291,7.8976999999999995
-0.002029,7.8962
-0.0020289,7.8977
-0.0020288,7.9007000000000005
-0.0020287,7.8962
-0.0020285999999999998,7.8947
-0.0020285,7.8962
-0.0020284,7.8947
-0.0020283,7.8962
-0.0020282,7.8932
-0.0020281,7.8992
-0.002028,7.896199999999999
-0.0020279,7.8992
-0.0020277999999999997,7.8977
-0.0020277,7.8977
-0.0020276,7.8962
-0.0020275,7.8947
-0.0020274,7.8962
-0.0020273,7.9007000000000005
-0.0020272,7.8977
-0.0020271,7.903700000000001
-0.0020269999999999997,7.8917
-0.0020269,7.8887
-0.0020268,7.8902
-0.0020266999999999998,7.8962
-0.0020266,7.8977
-0.0020265,7.9007000000000005
-0.0020264,7.8962
-0.0020263,7.8932
-0.0020262,7.8932
-0.0020261,7.8947
-0.002026,7.8932
-0.0020258999999999997,7.8947
-0.0020258,7.8962
-0.0020257,7.8977
-0.0020256,7.8977
-0.0020255,7.8977
-0.0020254,7.8977
-0.0020253,7.8977
-0.0020252,7.8932
-0.0020250999999999997,7.8962
-0.002025,7.8977
-0.0020249,7.8947
-0.0020247999999999998,7.8932
-0.0020247,7.8977
-0.0020246,7.8932
-0.0020245,7.8947
-0.0020244,7.8902
-0.0020242999999999997,7.8962
-0.0020242,7.8962
-0.0020241,7.8962
-0.0020239999999999998,7.8977
-0.0020239,7.8932
-0.0020238,7.8992
-0.0020237,7.8947
-0.0020236,7.8962
-0.0020235,7.9007000000000005
-0.0020234,7.8947
-0.0020233,7.8992
-0.0020231999999999997,7.8947
-0.0020231,7.8932
-0.002023,7.8932
-0.0020229,7.9007000000000005
-0.0020228,7.8977
-0.0020227,7.8977
-0.0020226,7.9007000000000005
-0.0020225,7.8917
-0.0020223999999999997,7.8962
-0.0020223,7.8962
-0.0020222,7.8977
-0.0020220999999999998,7.8992
-0.002022,7.902200000000001
-0.0020219,7.8992
-0.0020218,7.8977
-0.0020217,7.8902
-0.0020216,7.8947
-0.0020215,7.8992
-0.0020214,7.8917
-0.0020212999999999997,7.8977
-0.0020212,7.8977
-0.0020211,7.8977
-0.002021,7.8977
-0.0020209,7.8977
-0.0020208,7.9007000000000005
-0.0020207,7.8962
-0.0020206,7.8962
-0.0020204999999999997,7.8977
-0.0020204,7.8932
-0.0020203,7.8977
-0.0020201999999999998,7.8977
-0.0020201,7.8962
-0.00202,7.8991999999999996
-0.0020199,7.8992
-0.0020198,7.8932
-0.0020197,7.8962
-0.0020196,7.8977
-0.0020195,7.8992
-0.0020193999999999998,7.8962
-0.0020193,7.8947
-0.0020192,7.8977
-0.0020191,7.902200000000001
-0.002019,7.8992
-0.0020189,7.8932
-0.0020188,7.8977
-0.0020187,7.8977
-0.0020185999999999997,7.9007000000000005
-0.0020185,7.8992
-0.0020184,7.8992
-0.0020182999999999998,7.8962
-0.0020182,7.8992
-0.0020181,7.8977
-0.002018,7.8977
-0.0020179,7.8947
-0.0020178,7.8992
-0.0020177,7.902200000000001
-0.0020176,7.8962
-0.0020174999999999998,7.8947
-0.0020174,7.8962
-0.0020173,7.9007000000000005
-0.0020172,7.9022
-0.0020171,7.8992
-0.002017,7.8947
-0.0020169,7.9007000000000005
-0.0020168,7.8962
-0.0020166999999999997,7.8977
-0.0020166,7.8977
-0.0020165,7.8962
-0.0020164,7.8977
-0.0020163,7.902200000000001
-0.0020162,7.8992
-0.0020161,7.8932
-0.002016,7.8962
-0.0020158999999999997,7.9007
-0.0020158,7.8977
-0.0020157,7.8977
-0.0020155999999999998,7.8962
-0.0020155,7.8977
-0.0020154,7.9007
-0.0020153,7.8962
-0.0020152,7.8962
-0.0020150999999999997,7.8992
-0.002015,7.8947
-0.0020149,7.8977
-0.0020147999999999998,7.8992
-0.0020147,7.8977
