time,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
-0.00375,6.6506,6.755999999999999,6.6612,6.6548,6.7112,6.6812000000000005,6.6572,6.6668,6.7486,6.6339999999999995,6.6384,6.7206,6.6482,6.6998,6.7094,6.6240000000000006,6.703799999999999,6.6994,6.5726,6.6624
-0.0037489999999999997,6.6506,6.739999999999999,6.6612,6.6588,6.707199999999999,6.6772,6.6452,6.6708,6.7526,6.63,6.6304,6.7166,6.660200000000001,6.6998,6.7134,6.6240000000000006,6.695799999999999,6.7114,6.5766,6.6624
-0.003748,6.6626,6.752,6.6612,6.6588,6.7112,6.6852,6.6452,6.6708,6.7486,6.6339999999999995,6.634399999999999,6.7206,6.652200000000001,6.703799999999999,6.7054,6.636,6.6918,6.7114,6.5806000000000004,6.6584
-0.003747,6.6586,6.747999999999999,6.6652,6.6548,6.7112,6.6852,6.6532,6.6788,6.7526,6.6259999999999994,6.634399999999999,6.7206,6.6442000000000005,6.703799999999999,6.7094,6.636,6.6838,6.7074,6.5846,6.6624
-0.0037459999999999998,6.6586,6.744,6.6652,6.6548,6.707199999999999,6.6852,6.6452,6.6708,6.7526,6.63,6.6384,6.7206,6.652200000000001,6.703799999999999,6.7134,6.632000000000001,6.695799999999999,6.7114,6.5766,6.6624
-0.003745,6.6626,6.747999999999999,6.6612,6.6588,6.7112,6.6812000000000005,6.6491999999999996,6.6708,6.7486,6.6339999999999995,6.6384,6.7246,6.6482,6.7078,6.7054,6.6240000000000006,6.6918,6.7114,6.5766,6.6584
-0.003744,6.6586,6.747999999999999,6.6612,6.6628,6.7032,6.6852,6.6491999999999996,6.6748,6.7526,6.6339999999999995,6.6384,6.7206,6.660200000000001,6.703799999999999,6.7134,6.628,6.687799999999999,6.7034,6.5766,6.6544
-0.003743,6.6626,6.744,6.6652,6.6508,6.715199999999999,6.6852,6.6572,6.6668,6.7566,6.63,6.6464,6.7286,6.652200000000001,6.703799999999999,6.7054,6.62,6.6918,6.7074,6.5766,6.6584
-0.0037419999999999997,6.6506,6.744,6.6612,6.6588,6.707199999999999,6.6852,6.6532,6.6668,6.7566,6.6339999999999995,6.634399999999999,6.7206,6.6562,6.703799999999999,6.7134,6.632000000000001,6.6998,6.7034,6.5766,6.6584
-0.003741,6.6586,6.744,6.6612,6.6588,6.7112,6.6812000000000005,6.6491999999999996,6.6788,6.7566,6.6339999999999995,6.642399999999999,6.7326,6.652200000000001,6.703799999999999,6.7134,6.62,6.6918,6.7034,6.5806000000000004,6.6624
-0.00374,6.6586,6.736,6.6572,6.6588,6.7112,6.6812000000000005,6.6532,6.6748,6.7526,6.63,6.642399999999999,6.7246,6.6562,6.7078,6.7134,6.628,6.6918,6.7034,6.5806000000000004,6.6624
-0.0037389999999999997,6.6586,6.747999999999999,6.6652,6.6548,6.707199999999999,6.6812000000000005,6.6491999999999996,6.6708,6.7486,6.6259999999999994,6.642399999999999,6.7246,6.6482,6.7158,6.7054,6.628,6.687799999999999,6.7034,6.5806000000000004,6.6624
-0.003738,6.6506,6.747999999999999,6.6652,6.6508,6.707199999999999,6.6772,6.6532,6.6708,6.7606,6.638,6.6464,6.7206,6.652200000000001,6.7078,6.7054,6.6240000000000006,6.6918,6.7034,6.5806000000000004,6.6584
-0.003737,6.6506,6.747999999999999,6.6652,6.6628,6.707199999999999,6.6852,6.6572,6.6668,6.7526,6.6339999999999995,6.6464,6.7246,6.6482,6.703799999999999,6.7134,6.628,6.695799999999999,6.7034,6.5846,6.6584
-0.0037359999999999997,6.6586,6.747999999999999,6.6692,6.6548,6.7032,6.6812000000000005,6.6411999999999995,6.6668,6.7526,6.63,6.642399999999999,6.7286,6.652200000000001,6.703799999999999,6.7094,6.636,6.703799999999999,6.7074,6.5806000000000004,6.6624
-0.003735,6.6506,6.752,6.6652,6.6508,6.7112,6.6852,6.6491999999999996,6.6788,6.7606,6.63,6.642399999999999,6.7206,6.660200000000001,6.703799999999999,6.7054,6.6240000000000006,6.6998,6.6994,6.5806000000000004,6.6584
-0.003734,6.6586,6.744,6.6612,6.6588,6.715199999999999,6.6852,6.6532,6.6708,6.7566,6.63,6.634399999999999,6.7206,6.652200000000001,6.7078,6.7054,6.628,6.703799999999999,6.7074,6.5766,6.6544
-0.0037329999999999998,6.6546,6.744,6.6692,6.6548,6.715199999999999,6.6852,6.6491999999999996,6.6748,6.7526,6.638,6.642399999999999,6.7246,6.6562,6.7078,6.7094,6.632000000000001,6.695799999999999,6.7114,6.5766,6.6624
-0.003732,6.6586,6.744,6.6692,6.6548,6.707199999999999,6.6812000000000005,6.6491999999999996,6.6708,6.7486,6.63,6.642399999999999,6.7206,6.6482,6.703799999999999,6.7134,6.628,6.695799999999999,6.7074,6.5766,6.6584
-0.003731,6.6546,6.744,6.6652,6.6588,6.7112,6.6772,6.6491999999999996,6.6748,6.7526,6.6259999999999994,6.642399999999999,6.7246,6.652200000000001,6.7078,6.7054,6.6240000000000006,6.695799999999999,6.7074,6.5726,6.6624
-0.00373,6.6586,6.744,6.6652,6.6548,6.707199999999999,6.6812000000000005,6.6491999999999996,6.6748,6.7526,6.6259999999999994,6.642399999999999,6.7166,6.6482,6.7078,6.7054,6.628,6.6918,6.7034,6.5766,6.6584
-0.0037289999999999997,6.6506,6.744,6.6652,6.6588,6.715199999999999,6.6812000000000005,6.6491999999999996,6.6708,6.7526,6.63,6.6384,6.7206,6.6562,6.703799999999999,6.7094,6.632000000000001,6.6918,6.7034,6.5806000000000004,6.6624
-0.003728,6.6546,6.747999999999999,6.6652,6.6588,6.707199999999999,6.6852,6.6491999999999996,6.6748,6.7526,6.63,6.6464,6.7246,6.652200000000001,6.703799999999999,6.7054,6.6240000000000006,6.6918,6.7034,6.5766,6.6584
-0.003727,6.6506,6.747999999999999,6.6692,6.6548,6.715199999999999,6.6812000000000005,6.6532,6.6748,6.7486,6.6339999999999995,6.634399999999999,6.7246,6.6482,6.6998,6.7054,6.632000000000001,6.703799999999999,6.7034,6.5766,6.6624
-0.0037259999999999997,6.6546,6.744,6.6652,6.6548,6.707199999999999,6.6812000000000005,6.6532,6.6628,6.7486,6.63,6.634399999999999,6.7206,6.6482,6.6998,6.7054,6.628,6.6998,6.7034,6.5726,6.6624
-0.003725,6.6586,6.747999999999999,6.6612,6.6588,6.707199999999999,6.6892000000000005,6.6532,6.6788,6.7486,6.6339999999999995,6.642399999999999,6.7206,6.652200000000001,6.703799999999999,6.7054,6.6240000000000006,6.6918,6.7074,6.5766,6.6664
-0.003724,6.6546,6.739999999999999,6.6652,6.6588,6.7112,6.6812000000000005,6.6491999999999996,6.6828,6.7486,6.6339999999999995,6.642399999999999,6.7166,6.652200000000001,6.7078,6.7134,6.632000000000001,6.6998,6.7034,6.5846,6.6624
-0.0037229999999999997,6.6586,6.755999999999999,6.6572,6.6588,6.7112,6.6812000000000005,6.6532,6.6788,6.7526,6.638,6.634399999999999,6.7166,6.6482,6.7078,6.7094,6.6240000000000006,6.6918,6.7034,6.5766,6.6584
-0.003722,6.6546,6.747999999999999,6.6612,6.6548,6.7112,6.6812000000000005,6.6532,6.6828,6.7526,6.63,6.642399999999999,6.7246,6.652200000000001,6.7078,6.7054,6.628,6.6998,6.7074,6.5806000000000004,6.6504
-0.003721,6.6586,6.744,6.6652,6.6548,6.7192,6.6812000000000005,6.6532,6.6748,6.7526,6.63,6.6384,6.7206,6.6482,6.711799999999999,6.7054,6.628,6.6918,6.6994,6.5766,6.6544
-0.0037199999999999998,6.6586,6.747999999999999,6.6572,6.6548,6.707199999999999,6.6852,6.6452,6.6708,6.7566,6.63,6.6384,6.7246,6.660200000000001,6.711799999999999,6.7134,6.6240000000000006,6.695799999999999,6.6994,6.5806000000000004,6.6544
-0.0037189999999999996,6.6546,6.744,6.6652,6.6588,6.7112,6.6812000000000005,6.6532,6.6708,6.7566,6.63,6.6304,6.7206,6.652200000000001,6.703799999999999,6.7054,6.6240000000000006,6.6918,6.7074,6.5766,6.6584
-0.003718,6.6546,6.744,6.6612,6.6588,6.7112,6.6812000000000005,6.6612,6.6748,6.7526,6.6339999999999995,6.6464,6.7246,6.6562,6.7158,6.7054,6.628,6.695799999999999,6.7074,6.5766,6.6624
-0.003717,6.6546,6.752,6.6612,6.6548,6.7112,6.6852,6.6532,6.6668,6.7566,6.63,6.6464,6.7206,6.660200000000001,6.703799999999999,6.7054,6.632000000000001,6.695799999999999,6.7034,6.5766,6.6624
-0.0037159999999999997,6.6586,6.747999999999999,6.6572,6.6588,6.7112,6.6772,6.6532,6.6708,6.7566,6.6419999999999995,6.6384,6.7246,6.652200000000001,6.7078,6.7134,6.628,6.6998,6.7074,6.5846,6.6584
