time,col0,col1,col2,col3,col4
-0.0023350000000000003,6.7546,6.6906,6.7946,6.7386,6.8746
-0.002334,6.7546,6.6986,6.8026,6.7466,6.8746
-0.002333,6.7546,6.6986,6.7866,6.7386,6.8746
-0.0023320000000000003,6.7626,6.6906,6.7946,6.7386,6.8666
-0.002331,6.7626,6.6986,6.8026,6.7466,6.8826
-0.00233,6.7626,6.6906,6.7866,6.7386,6.8826
-0.0023290000000000003,6.7466,6.6986,6.7946,6.7546,6.8906
-0.002328,6.7626,6.6986,6.7786,6.7546,6.8746
-0.002327,6.7626,6.6906,6.7946,6.7466,6.8746
-0.0023260000000000004,6.7546,6.6986,6.7946,6.7466,6.8746
-0.0023250000000000002,6.7466,6.6906,6.7866,6.7386,6.8826
-0.002324,6.7626,6.6826,6.7946,6.7466,6.8746
-0.002323,6.7466,6.6906,6.7866,6.7626,6.8826
-0.0023220000000000003,6.7546,6.6906,6.7946,6.7546,6.8826
-0.002321,6.7546,6.6826,6.7946,6.7466,6.8906
-0.00232,6.7546,6.6906,6.7946,6.7546,6.8746
-0.0023190000000000003,6.7626,6.6746,6.7866,6.7386,6.8746
-0.002318,6.7626,6.6906,6.7946,6.7546,6.8586
-0.002317,6.7626,6.6826,6.7866,6.7466,6.8826
-0.0023160000000000004,6.7626,6.6986,6.8026,6.7466,6.8666
-0.0023150000000000002,6.7466,6.6906,6.8026,6.7386,6.8746
-0.002314,6.7626,6.6986,6.7866,6.7466,6.8826
-0.002313,6.7386,6.6826,6.7866,6.7386,6.8826
-0.0023120000000000003,6.7706,6.6666,6.7866,6.7386,6.8586
-0.002311,6.7626,6.6826,6.7946,6.7466,6.8666
-0.00231,6.7546,6.6906,6.7866,6.7466,6.8746
-0.0023090000000000003,6.7706,6.6906,6.7946,6.7546,6.8906
-0.002308,6.7626,6.6986,6.8026,6.7466,6.8746
-0.002307,6.7706,6.6906,6.7786,6.7546,6.8746
-0.0023060000000000003,6.7706,6.6986,6.7946,6.7466,6.8746
-0.002305,6.7466,6.6906,6.7866,6.7306,6.8746
-0.002304,6.7386,6.6986,6.7866,6.7466,6.8826
-0.0023030000000000004,6.7626,6.7066,6.7946,6.7546,6.8746
-0.0023020000000000002,6.7626,6.6906,6.7866,6.7386,6.8666
-0.002301,6.7546,6.6906,6.7866,6.7386,6.8666
-0.0023,6.7626,6.6906,6.7866,6.7626,6.8826
-0.0022990000000000003,6.7626,6.6906,6.7786,6.7466,6.8746
-0.002298,6.7706,6.6906,6.7946,6.7466,6.8826
-0.002297,6.7546,6.6906,6.8026,6.7466,6.8746
-0.0022960000000000003,6.7626,6.6986,6.7946,6.7386,6.8746
-0.002295,6.7466,6.6906,6.7866,6.7466,6.8746
-0.002294,6.7466,6.6986,6.7946,6.7386,6.8826
-0.0022930000000000003,6.7626,6.6826,6.7866,6.7546,6.8826
-0.002292,6.7626,6.6906,6.7946,6.7386,6.8826
-0.002291,6.7546,6.6826,6.7946,6.7466,6.8906
-0.0022900000000000004,6.7546,6.6986,6.7866,6.7466,6.8826
-0.0022890000000000002,6.7546,6.6906,6.7946,6.7626,6.8666
-0.002288,6.7546,6.6906,6.7946,6.7386,6.8746
-0.002287,6.7546,6.6746,6.7866,6.7386,6.8746
-0.0022860000000000003,6.7466,6.6906,6.7946,6.7466,6.8746
-0.002285,6.7386,6.6906,6.7946,6.7466,6.8746
-0.002284,6.7546,6.6826,6.8026,6.7386,6.8666
-0.0022830000000000003,6.7546,6.6986,6.8026,6.7546,6.8826
-0.002282,6.7466,6.6826,6.7786,6.7226,6.8826
-0.002281,6.7626,6.6826,6.7946,6.7466,6.8906
-0.0022800000000000003,6.7626,6.6826,6.7866,6.7546,6.8746
-0.002279,6.7546,6.6906,6.7946,6.7466,6.8746
-0.002278,6.7546,6.6906,6.7946,6.7386,6.8986
-0.0022770000000000004,6.7626,6.6826,6.7866,6.7466,6.8746
-0.0022760000000000002,6.7466,6.6906,6.7946,6.7466,6.8826
-0.002275,6.7626,6.6826,6.7706,6.7466,6.8826
-0.002274,6.7626,6.6906,6.7946,6.7546,6.8826
-0.0022730000000000003,6.7626,6.6826,6.7946,6.7546,6.8746
-0.002272,6.7546,6.6826,6.7946,6.7546,6.8746
-0.002271,6.7466,6.6826,6.7866,6.7386,6.8906
-0.0022700000000000003,6.7546,6.6986,6.7866,6.7386,6.8746
-0.002269,6.7466,6.6906,6.7946,6.7386,6.8906
-0.002268,6.7466,6.6986,6.7946,6.7386,6.8826
-0.0022670000000000004,6.7466,6.6986,6.7946,6.7466,6.8746
-0.0022660000000000002,6.7626,6.6906,6.7866,6.7546,6.8826
-0.002265,6.7466,6.6986,6.7946,6.7466,6.8746
-0.0022640000000000004,6.7546,6.6826,6.7866,6.7386,6.8906
-0.0022630000000000003,6.7546,6.6826,6.7946,6.7466,6.8746
-0.002262,6.7626,6.6906,6.7946,6.7386,6.8746
-0.002261,6.7546,6.6906,6.7946,6.7546,6.8746
-0.0022600000000000003,6.7546,6.6826,6.7946,6.7306,6.8826
-0.002259,6.7546,6.6826,6.7866,6.7466,6.8906
-0.002258,6.7546,6.6986,6.7786,6.7466,6.8906
-0.0022570000000000003,6.7466,6.6906,6.7866,6.7466,6.8826
-0.002256,6.7626,6.6986,6.7946,6.7546,6.8746
-0.002255,6.7546,6.6826,6.8026,6.7626,6.8746
-0.0022540000000000004,6.7626,6.6906,6.7866,6.7386,6.8826
-0.0022530000000000002,6.7546,6.6986,6.7946,6.7466,6.8746
-0.002252,6.7546,6.6746,6.7866,6.7466,6.8906
-0.0022510000000000004,6.7706,6.6826,6.7866,6.7466,6.8906
-0.0022500000000000003,6.7706,6.6906,6.7946,6.7386,6.8746
-0.002249,6.7626,6.6906,6.8026,6.7466,6.8746
-0.002248,6.7466,6.6906,6.7946,6.7466,6.8746
-0.0022470000000000003,6.7546,6.6906,6.8026,6.7386,6.8666
-0.002246,6.7466,6.6826,6.7866,6.7546,6.8826
-0.002245,6.7466,6.6906,6.7946,6.7466,6.8746
-0.0022440000000000003,6.7626,6.6826,6.7946,6.7386,6.8746
-0.002243,6.7466,6.6826,6.7866,6.7386,6.8906
-0.002242,6.7466,6.6826,6.8026,6.7466,6.8826
-0.0022410000000000004,6.7546,6.6826,6.7946,6.7546,6.8906
-0.0022400000000000002,6.7626,6.6826,6.7786,6.7466,6.8746
-0.002239,6.7546,6.6746,6.7866,6.7386,6.8906
-0.0022380000000000004,6.7466,6.6906,6.7866,6.7706,6.8906
-0.0022370000000000003,6.7546,6.6906,6.7946,6.7386,6.8906
-0.002236,6.7626,6.6906,6.7946,6.7546,6.8826
-0.002235,6.7466,6.6906,6.7866,6.7386,6.8826
-0.0022340000000000003,6.7626,6.6826,6.7866,6.7466,6.8906
-0.002233,6.7546,6.6826,6.8026,6.7386,6.8906
-0.002232,6.7626,6.6906,6.7866,6.7466,6.8746
-0.0022310000000000003,6.7626,6.6906,6.7946,6.7466,6.8826
-0.00223,6.7706,6.6826,6.7866,6.7386,6.8746
-0.002229,6.7546,6.6906,6.7946,6.7386,6.8746
-0.0022280000000000004,6.7626,6.6746,6.7866,6.7466,6.8906
-0.0022270000000000002,6.7626,6.6826,6.7946,6.7306,6.8826
-0.002226,6.7546,6.6986,6.7946,6.7466,6.8906
-0.002225,6.7626,6.6906,6.7866,6.7626,6.8746
-0.0022240000000000003,6.7626,6.6826,6.7866,6.7466,6.8826
-0.002223,6.7386,6.6986,6.7946,6.7466,6.8586
-0.002222,6.7546,6.6986,6.7946,6.7386,6.8746
-0.0022210000000000003,6.7626,6.6906,6.7786,6.7546,6.8826
-0.00222,6.7546,6.6826,6.7946,6.7386,6.8746
-0.002219,6.7466,6.6826,6.7866,6.7546,6.8826
-0.0022180000000000004,6.7546,6.6826,6.7866,6.7546,6.8746
-0.0022170000000000002,6.7466,6.6826,6.7946,6.7466,6.8746
-0.002216,6.7626,6.6906,6.7866,6.7466,6.8826
-0.002215,6.7466,6.7066,6.7866,6.7466,6.8746
-0.0022140000000000003,6.7626,6.6826,6.7946,6.7386,6.8746
-0.002213,6.7626,6.6906,6.7866,6.7386,6.8746
-0.002212,6.7706,6.6986,6.7786,6.7546,6.8746
-0.0022110000000000003,6.7466,6.6986,6.7866,6.7306,6.8826
-0.00221,6.7466,6.6746,6.7946,6.7386,6.8826
-0.002209,6.7626,6.6906,6.7946,6.7386,6.8826
-0.0022080000000000003,6.7466,6.6986,6.7946,6.7546,6.8826
-0.002207,6.7546,6.6906,6.7866,6.7306,6.8826
-0.002206,6.7706,6.6906,6.7786,6.7306,6.8826
-0.0022050000000000004,6.7546,6.6906,6.7866,6.7386,6.8826
-0.0022040000000000002,6.7626,6.6986,6.7866,6.7386,6.8666
-0.002203,6.7546,6.6746,6.7866,6.7546,6.8746
-0.002202,6.7626,6.6906,6.7866,6.7546,6.8746
-0.0022010000000000003,6.7546,6.6986,6.7946,6.7306,6.8746
-0.0022,6.7466,6.6906,6.7866,6.7466,6.8826
-0.002199,6.7466,6.6906,6.7946,6.7466,6.8746
-0.0021980000000000003,6.7546,6.6826,6.7866,6.7546,6.8826
-0.002197,6.7466,6.6826,6.7866,6.7386,6.8666
-0.002196,6.7546,6.6906,6.7946,6.7386,6.8826
-0.0021950000000000003,6.7626,6.6906,6.7946,6.7306,6.8826
-0.002194,6.7466,6.6826,6.7946,6.7466,6.8826
-0.002193,6.7466,6.6746,6.7866,6.7546,6.8906
-0.0021920000000000004,6.7546,6.6826,6.7866,6.7386,6.8986
-0.0021910000000000002,6.7466,6.6986,6.7946,6.7546,6.8906
-0.00219,6.7626,6.6986,6.7866,6.7386,6.8826
-0.002189,6.7626,6.6986,6.7866,6.7466,6.8826
-0.0021880000000000003,6.7546,6.6986,6.7946,6.7546,6.8666
-0.002187,6.7546,6.6906,6.8026,6.7386,6.8666
-0.002186,6.7466,6.6906,6.7786,6.7546,6.8666
-0.0021850000000000003,6.7466,6.6826,6.7866,6.7546,6.8746
-0.002184,6.7626,6.6906,6.7786,6.7546,6.8746
-0.002183,6.7466,6.6906,6.7706,6.7466,6.8826
-0.0021820000000000003,6.7546,6.6666,6.7946,6.7466,6.8746
-0.002181,6.7386,6.6906,6.7866,6.7386,6.8666
-0.00218,6.7546,6.6906,6.8026,6.7386,6.8906
-0.0021790000000000004,6.7546,6.6906,6.7866,6.7466,6.8826
-0.0021780000000000002,6.7626,6.6746,6.7786,6.7466,6.8826
-0.002177,6.7626,6.6986,6.7866,6.7306,6.8666
-0.002176,6.7546,6.6906,6.7866,6.7546,6.8746
-0.0021750000000000003,6.7546,6.6826,6.7946,6.7466,6.8746
-0.002174,6.7466,6.6906,6.7866,6.7306,6.8746
-0.002173,6.7546,6.6906,6.7866,6.7386,6.8826
-0.0021720000000000003,6.7466,6.6826,6.7866,6.7466,6.8826
-0.002171,6.7626,6.6826,6.7946,6.7466,6.8826
-0.00217,6.7626,6.6826,6.7866,6.7386,6.8746
-0.0021690000000000004,6.7626,6.6906,6.7946,6.7386,6.8826
-0.0021680000000000002,6.7546,6.6906,6.7946,6.7466,6.8746
-0.002167,6.7626,6.6826,6.7866,6.7546,6.8586
-0.0021660000000000004,6.7626,6.6986,6.7866,6.7386,6.8906
-0.0021650000000000003,6.7546,6.6906,6.7866,6.7466,6.8746
-0.002164,6.7466,6.6906,6.7946,6.7386,6.8746
-0.002163,6.7626,6.6906,6.7866,6.7466,6.8746
-0.0021620000000000003,6.7626,6.6906,6.7786,6.7466,6.8746
-0.002161,6.7466,6.6906,6.7786,6.7546,6.8666
-0.00216,6.7546,6.6986,6.7866,6.7386,6.8666
-0.0021590000000000003,6.7546,6.6906,6.7946,6.7466,6.8826
-0.002158,6.7546,6.6826,6.7866,6.7466,6.8746
-0.002157,6.7466,6.6906,6.7866,6.7546,6.8746
-0.0021560000000000004,6.7546,6.6906,6.7866,6.7386,6.8826
-0.0021550000000000002,6.7466,6.6906,6.7866,6.7466,6.8826
-0.002154,6.7626,6.6986,6.7866,6.7466,6.8826
-0.0021530000000000004,6.7626,6.6826,6.7866,6.7546,6.8746
-0.0021520000000000003,6.7386,6.7066,6.7786,6.7466,6.8746
-0.002151,6.7546,6.6826,6.7866,6.7386,6.8746
-0.00215,6.7466,6.6826,6.7866,6.7546,6.8746
-0.0021490000000000003,6.7466,6.6826,6.8026,6.7466,6.8666
-0.002148,6.7546,6.6746,6.7866,6.7466,6.8746
-0.002147,6.7626,6.6986,6.7946,6.7466,6.8826
-0.0021460000000000003,6.7626,6.6826,6.7786,6.7626,6.8826
-0.002145,6.7546,6.6826,6.7706,6.7386,6.8826
-0.002144,6.7466,6.6826,6.7866,6.7386,6.8746
-0.0021430000000000004,6.7546,6.6746,6.7866,6.7466,6.8666
-0.0021420000000000002,6.7386,6.6826,6.7866,6.7546,6.8906
-0.002141,6.7466,6.6906,6.7706,6.7466,6.8746
-0.0021400000000000004,6.7466,6.6906,6.7946,6.7306,6.8826
-0.0021390000000000003,6.7706,6.6906,6.7866,6.7546,6.8746
-0.002138,6.7626,6.6906,6.7866,6.7466,6.8746
-0.002137,6.7626,6.6906,6.7866,6.7306,6.8746
-0.0021360000000000003,6.7466,6.6906,6.7866,6.7466,6.8746
-0.002135,6.7546,6.6986,6.7946,6.7466,6.8826
-0.002134,6.7626,6.6906,6.7866,6.7386,6.8666
-0.0021330000000000003,6.7546,6.6826,6.8026,6.7466,6.8826
-0.002132,6.7546,6.6906,6.7866,6.7466,6.8666
-0.002131,6.7626,6.6986,6.7866,6.7386,6.8746
-0.00213,6.7546,6.6986,6.7866,6.7546,6.8666
-0.0021290000000000002,6.7546,6.6906,6.7866,6.7386,6.8746
-0.002128,6.7626,6.6906,6.7946,6.7546,6.8746
-0.0021270000000000004,6.7546,6.6666,6.7866,6.7466,6.8666
-0.0021260000000000003,6.7546,6.6906,6.7866,6.7466,6.8666
-0.002125,6.7626,6.6826,6.7866,6.7386,6.8906
-0.002124,6.7466,6.6986,6.7866,6.7386,6.8746
-0.0021230000000000003,6.7466,6.6906,6.7866,6.7466,6.8666
-0.002122,6.7466,6.6906,6.7946,6.7466,6.8906
-0.002121,6.7466,6.6826,6.7866,6.7546,6.8746
-0.0021200000000000004,6.7546,6.6826,6.7946,6.7546,6.8746
-0.0021190000000000002,6.7466,6.6906,6.7786,6.7466,6.8746
-0.002118,6.7626,6.6906,6.7786,6.7466,6.8826
-0.002117,6.7786,6.6826,6.7786,6.7386,6.8906
-0.0021160000000000003,6.7546,6.6986,6.7866,6.7466,6.8826
-0.002115,6.7546,6.6826,6.7786,6.7386,6.8746
-0.002114,6.7546,6.6826,6.7866,6.7306,6.8746
-0.0021130000000000003,6.7546,6.6826,6.7946,6.7466,6.8826
-0.002112,6.7466,6.6826,6.7866,6.7546,6.8826
-0.002111,6.7386,6.6826,6.7786,6.7546,6.8746
-0.0021100000000000003,6.7546,6.6906,6.7706,6.7386,6.8666
-0.002109,6.7626,6.6826,6.7866,6.7306,6.8746
-0.002108,6.7546,6.6906,6.7946,6.7386,6.8906
-0.0021070000000000004,6.7546,6.6986,6.7866,6.7466,6.9066
-0.0021060000000000002,6.7546,6.6906,6.7866,6.7466,6.8666
-0.002105,6.7386,6.6906,6.7786,6.7546,6.8746
-0.002104,6.7466,6.6826,6.7946,6.7546,6.8746
-0.0021030000000000003,6.7466,6.6986,6.7786,6.7386,6.8746
-0.002102,6.7466,6.6746,6.7866,6.7386,6.8826
-0.002101,6.7386,6.6906,6.7866,6.7386,6.8666
-0.0021000000000000003,6.7626,6.6826,6.7706,6.7386,6.8826
-0.002099,6.7466,6.6986,6.7866,6.7466,6.8746
-0.002098,6.7546,6.6906,6.7946,6.7466,6.8746
-0.0020970000000000003,6.7466,6.6826,6.7866,6.7546,6.8666
-0.002096,6.7546,6.6906,6.7866,6.7386,6.8746
-0.002095,6.7626,6.6826,6.7866,6.7386,6.8826
-0.0020940000000000004,6.7546,6.6826,6.7866,6.7546,6.8746
-0.0020930000000000002,6.7546,6.6826,6.7866,6.7386,6.8906
-0.002092,6.7466,6.6906,6.7786,6.7466,6.8746
-0.002091,6.7626,6.6986,6.7786,6.7466,6.8746
-0.0020900000000000003,6.7546,6.6906,6.7866,6.7386,6.8826
-0.002089,6.7466,6.6906,6.7866,6.7386,6.8746
-0.002088,6.7466,6.6986,6.7786,6.7546,6.8746
-0.0020870000000000003,6.7466,6.6906,6.7866,6.7626,6.8746
-0.002086,6.7466,6.6746,6.7786,6.7466,6.8746
-0.002085,6.7546,6.6826,6.7786,6.7386,6.8746
-0.0020840000000000003,6.7546,6.6906,6.7866,6.7546,6.8746
-0.002083,6.7386,6.6746,6.7946,6.7466,6.8746
-0.002082,6.7386,6.6746,6.7946,6.7466,6.8826
-0.0020810000000000004,6.7546,6.6986,6.7866,6.7386,6.8746
-0.0020800000000000003,6.7466,6.6906,6.7866,6.7466,6.8746
-0.002079,6.7626,6.6906,6.7946,6.7466,6.8666
-0.002078,6.7546,6.6906,6.8026,6.7466,6.8746
-0.0020770000000000003,6.7546,6.6746,6.7706,6.7386,6.8746
-0.002076,6.7546,6.6826,6.7866,6.7466,6.8826
-0.002075,6.7546,6.6986,6.7786,6.7466,6.8746
-0.0020740000000000003,6.7626,6.6906,6.7786,6.7546,6.8746
-0.002073,6.7466,6.6906,6.7866,6.7466,6.8826
-0.002072,6.7466,6.6906,6.7866,6.7466,6.8666
-0.0020710000000000004,6.7546,6.6826,6.7866,6.7466,6.8746
-0.0020700000000000002,6.7626,6.6906,6.7786,6.7386,6.8746
-0.002069,6.7546,6.6906,6.7866,6.7386,6.8826
-0.0020680000000000004,6.7306,6.6906,6.7946,6.7546,6.8746
-0.0020670000000000003,6.7466,6.6826,6.7866,6.7466,6.8826
-0.002066,6.7466,6.6986,6.7866,6.7466,6.8826
-0.002065,6.7546,6.6746,6.7946,6.7386,6.8826
-0.0020640000000000003,6.7626,6.7066,6.7866,6.7386,6.8826
-0.002063,6.7546,6.6906,6.7866,6.7546,6.8746
-0.002062,6.7466,6.6986,6.7786,6.7466,6.8826
-0.0020610000000000003,6.7386,6.6906,6.7946,6.7386,6.8826
-0.00206,6.7466,6.6906,6.8026,6.7546,6.8746
-0.002059,6.7546,6.6986,6.7786,6.7466,6.8666
-0.0020580000000000004,6.7386,6.6906,6.7706,6.7386,6.8746
-0.0020570000000000002,6.7466,6.6826,6.7866,6.7626,6.8746
-0.002056,6.7546,6.6906,6.7786,6.7546,6.8906
-0.0020550000000000004,6.7546,6.6986,6.7786,6.7546,6.8826
-0.0020540000000000003,6.7546,6.6826,6.7786,6.7466,6.8746
-0.002053,6.7626,6.6826,6.7946,6.7386,6.8906
-0.002052,6.7466,6.6826,6.7866,6.7306,6.8826
-0.0020510000000000003,6.7706,6.6906,6.7866,6.7466,6.8746
-0.00205,6.7466,6.6826,6.7946,6.7386,6.8746
-0.002049,6.7546,6.6906,6.8026,6.7546,6.8826
-0.0020480000000000003,6.7466,6.6986,6.7866,6.7546,6.8746
-0.002047,6.7626,6.6986,6.7946,6.7386,6.8746
-0.002046,6.7546,6.6906,6.7866,6.7466,6.8826
-0.002045,6.7466,6.6906,6.7946,6.7306,6.8906
-0.0020440000000000002,6.7466,6.6826,6.8026,6.7546,6.8746
-0.002043,6.7626,6.6986,6.7786,6.7466,6.8826
-0.0020420000000000004,6.7546,6.6906,6.7786,6.7306,6.8666
-0.0020410000000000003,6.7466,6.6826,6.7786,6.7626,6.8746
-0.00204,6.7466,6.6906,6.7706,6.7466,6.8666
-0.002039,6.7386,6.6906,6.7786,6.7466,6.8746
-0.0020380000000000003,6.7626,6.6906,6.7866,6.7306,6.8746
-0.002037,6.7466,6.6826,6.7866,6.7626,6.8746
-0.002036,6.7546,6.6746,6.7866,6.7386,6.8666
-0.0020350000000000004,6.7546,6.6906,6.7946,6.7466,6.8826
-0.0020340000000000002,6.7546,6.6906,6.7866,6.7386,6.8746
-0.002033,6.7546,6.6826,6.7866,6.7306,6.8746
-0.002032,6.7626,6.6906,6.7786,6.7386,6.8666
-0.0020310000000000003,6.7386,6.6906,6.7866,6.7466,6.8826
-0.00203,6.7546,6.6986,6.7866,6.7466,6.8746
-0.0020290000000000004,6.7546,6.6906,6.7786,6.7386,6.8746
-0.0020280000000000003,6.7546,6.6906,6.7866,6.7386,6.8826
-0.002027,6.7466,6.6986,6.7866,6.7386,6.8746
-0.002026,6.7386,6.6986,6.7866,6.7386,6.8906
-0.0020250000000000003,6.7466,6.6906,6.7786,6.7306,6.8826
-0.002024,6.7466,6.6986,6.7706,6.7466,6.8746
-0.002023,6.7626,6.6906,6.7866,6.7466,6.8746
-0.0020220000000000004,6.7546,6.6906,6.7786,6.7386,6.8746
-0.0020210000000000002,6.7626,6.6826,6.7866,6.7466,6.8826
-0.00202,6.7546,6.6986,6.7786,6.7466,6.8746
-0.002019,6.7546,6.6986,6.7786,6.7466,6.8826
-0.0020180000000000003,6.7466,6.6906,6.7866,6.7386,6.8586
-0.002017,6.7466,6.6906,6.7786,6.7466,6.8746
-0.0020160000000000004,6.7546,6.6986,6.7866,6.7546,6.8826
-0.0020150000000000003,6.7626,6.6906,6.7866,6.7386,6.8666
-0.002014,6.7546,6.7066,6.7706,6.7466,6.8826
-0.002013,6.7466,6.6906,6.7866,6.7546,6.8826
-0.0020120000000000003,6.7546,6.6906,6.7866,6.7466,6.8826
-0.002011,6.7466,6.6906,6.7786,6.7306,6.8826
-0.00201,6.7546,6.6826,6.7866,6.7306,6.8666
-0.0020090000000000004,6.7546,6.6906,6.7786,6.7306,6.8826
-0.0020080000000000002,6.7466,6.6906,6.7866,6.7386,6.8826
-0.002007,6.7466,6.6906,6.7706,6.7386,6.8826
-0.002006,6.7466,6.6826,6.7866,6.7466,6.8746
-0.0020050000000000003,6.7626,6.6826,6.7866,6.7386,6.8746
-0.002004,6.7386,6.6986,6.7786,6.7466,6.8746
-0.002003,6.7626,6.6986,6.7786,6.7466,6.8666
-0.0020020000000000003,6.7466,6.6906,6.7786,6.7546,6.8986
-0.002001,6.7466,6.6906,6.7866,6.7466,6.8826
-0.002,6.7546,6.6746,6.7866,6.7546,6.8746
-0.0019990000000000003,6.7466,6.6986,6.7866,6.7386,6.8746
-0.001998,6.7626,6.6986,6.7866,6.7306,6.8826
-0.001997,6.7466,6.6826,6.7866,6.7466,6.8746
-0.0019960000000000004,6.7546,6.6906,6.7706,6.7466,6.8746
-0.0019950000000000002,6.7546,6.6986,6.7786,6.7386,6.8746
-0.001994,6.7546,6.6906,6.7866,6.7306,6.8826
-0.001993,6.7546,6.6746,6.7786,6.7306,6.8826
-0.0019920000000000003,6.7466,6.6826,6.7866,6.7386,6.8826
-0.001991,6.7466,6.6906,6.7866,6.7466,6.8666
-0.00199,6.7626,6.6906,6.7866,6.7386,6.8746
-0.0019890000000000003,6.7546,6.6986,6.7706,6.7386,6.8746
-0.001988,6.7706,6.6986,6.7866,6.7386,6.8746
-0.001987,6.7546,6.6986,6.7946,6.7466,6.8666
-0.0019860000000000004,6.7546,6.6906,6.7786,6.7386,6.8826
-0.0019850000000000002,6.7466,6.6906,6.7786,6.7466,6.8746
-0.001984,6.7466,6.6906,6.7866,6.7226,6.8826
-0.0019830000000000004,6.7546,6.6826,6.7786,6.7306,6.8746
-0.0019820000000000003,6.7626,6.6986,6.7866,6.7386,6.8826
-0.001981,6.7546,6.6906,6.7706,6.7306,6.8746
-0.00198,6.7546,6.6906,6.7706,6.7466,6.8746
-0.0019790000000000003,6.7626,6.6906,6.7786,6.7466,6.8666
-0.001978,6.7546,6.6906,6.7866,6.7466,6.8746
-0.001977,6.7466,6.6906,6.7786,6.7386,6.8746
-0.0019760000000000003,6.7546,6.6746,6.7866,6.7306,6.8666
-0.001975,6.7466,6.6986,6.7786,6.7466,6.8746
-0.001974,6.7546,6.6906,6.7706,6.7466,6.8826
-0.0019730000000000004,6.7546,6.6906,6.7786,6.7466,6.8826
-0.0019720000000000002,6.7546,6.6906,6.7786,6.7386,6.8746
-0.001971,6.7626,6.6906,6.7786,6.7306,6.8666
-0.0019700000000000004,6.7466,6.6826,6.7786,6.7466,6.8826
-0.0019690000000000003,6.7546,6.6906,6.7786,6.7386,6.8826
-0.001968,6.7546,6.6906,6.7866,6.7466,6.8666
-0.001967,6.7386,6.6906,6.7866,6.7386,6.8746
-0.0019660000000000003,6.7466,6.6986,6.7866,6.7546,6.8826
-0.001965,6.7466,6.6826,6.7786,6.7306,6.8666
-0.001964,6.7546,6.6906,6.7706,6.7466,6.8746
-0.0019630000000000003,6.7546,6.6906,6.7626,6.7466,6.8826
-0.001962,6.7466,6.6906,6.7866,6.7466,6.8746
-0.001961,6.7626,6.6906,6.7706,6.7466,6.8826
-0.0019600000000000004,6.7626,6.6746,6.7866,6.7386,6.8746
-0.0019590000000000002,6.7546,6.6906,6.7866,6.7466,6.8826
