x,time
3.1836,-0.000536
3.1812,-0.00053596
3.1836,-0.0005359200000000001
3.1828,-0.00053588
3.184,-0.00053584
3.1836,-0.0005358
3.1816,-0.00053576
3.1812,-0.0005357200000000001
3.1816,-0.00053568
3.1816,-0.00053564
3.1816,-0.0005356
3.1828,-0.00053556
3.1816,-0.00053552
3.1824,-0.0005354800000000001
3.1828,-0.00053544
3.1828,-0.0005354
3.1832000000000003,-0.00053536
3.1824,-0.00053532
3.1828,-0.0005352800000000001
3.1836,-0.00053524
3.1832000000000003,-0.0005352
3.1816,-0.00053516
3.1828,-0.00053512
3.1836,-0.0005350800000000001
3.1808,-0.00053504
3.1828,-0.000535
3.1816,-0.00053496
3.1848,-0.00053492
3.1816,-0.0005348800000000001
3.1832000000000003,-0.00053484
3.1824,-0.0005348
3.1824,-0.00053476
3.1824,-0.00053472
3.1832000000000003,-0.00053468
3.1824,-0.0005346400000000001
3.1816,-0.0005346
3.1824,-0.00053456
3.182,-0.00053452
3.1828,-0.00053448
3.182,-0.0005344400000000001
3.1828,-0.0005344
3.1828,-0.00053436
3.1824,-0.00053432
3.1824,-0.00053428
3.1828,-0.0005342400000000001
3.1828,-0.0005342
3.1816,-0.00053416
3.1832000000000003,-0.00053412
3.1816,-0.00053408
3.1832000000000003,-0.0005340400000000001
3.1828,-0.000534
3.1828,-0.00053396
3.1824,-0.00053392
3.1844,-0.00053388
3.182,-0.00053384
3.182,-0.0005338
3.1828,-0.00053376
3.1832000000000003,-0.00053372
3.1832000000000003,-0.00053368
3.1832000000000003,-0.00053364
3.1828,-0.0005336000000000001
3.1836,-0.00053356
3.1816,-0.00053352
3.1828,-0.00053348
3.182,-0.00053344
3.1824,-0.0005334000000000001
3.182,-0.00053336
3.1824,-0.00053332
3.1812,-0.00053328
3.1836,-0.00053324
3.1824,-0.0005332000000000001
3.1836,-0.00053316
3.1836,-0.00053312
3.1824,-0.00053308
3.1828,-0.00053304
3.1828,-0.000533
3.1828,-0.00053296
3.1828,-0.00053292
3.184,-0.00053288
3.182,-0.00053284
3.1816,-0.0005328
3.1816,-0.0005327600000000001
3.1836,-0.00053272
3.1816,-0.00053268
3.184,-0.00053264
3.182,-0.0005326
3.1824,-0.0005325600000000001
3.182,-0.00053252
3.1836,-0.00053248
3.1836,-0.00053244
3.1828,-0.0005324
3.1824,-0.0005323600000000001
3.184,-0.00053232
3.1832000000000003,-0.00053228
3.1828,-0.00053224
3.1832000000000003,-0.0005322
3.184,-0.0005321600000000001
3.184,-0.00053212
3.1832000000000003,-0.00053208
3.1828,-0.00053204
3.1824,-0.000532
3.1832000000000003,-0.00053196
3.1832000000000003,-0.0005319200000000001
3.1836,-0.00053188
3.1828,-0.00053184
3.182,-0.0005318
3.1824,-0.00053176
3.1812,-0.0005317200000000001
3.1832000000000003,-0.00053168
3.1832000000000003,-0.00053164
3.1828,-0.0005316
3.1824,-0.00053156
3.1828,-0.0005315200000000001
3.1832000000000003,-0.00053148
3.1816,-0.00053144
3.1824,-0.0005314
3.1836,-0.00053136
3.1832000000000003,-0.0005313200000000001
3.1836,-0.00053128
3.1832000000000003,-0.00053124
3.182,-0.0005312
3.1828,-0.00053116
3.1816,-0.00053112
3.1824,-0.00053108
3.1836,-0.00053104
3.1832000000000003,-0.000531
3.182,-0.00053096
3.1828,-0.00053092
3.1836,-0.0005308800000000001
3.1836,-0.00053084
3.1824,-0.0005308
3.1836,-0.00053076
3.1844,-0.00053072
3.1832000000000003,-0.0005306800000000001
3.1848,-0.00053064
3.1824,-0.0005306
3.182,-0.00053056
3.1836,-0.00053052
3.1828,-0.0005304800000000001
3.1828,-0.00053044
3.184,-0.0005304
3.182,-0.00053036
3.1836,-0.00053032
3.1852,-0.00053028
3.1816,-0.00053024
3.1852,-0.0005302
3.1832000000000003,-0.00053016
3.182,-0.00053012
3.1832000000000003,-0.00053008
3.1832000000000003,-0.0005300400000000001
3.1824,-0.00053
3.184,-0.00052996
3.1836,-0.00052992
3.1844,-0.00052988
3.1832000000000003,-0.0005298400000000001
3.184,-0.0005298
3.1832000000000003,-0.00052976
3.184,-0.00052972
3.1836,-0.00052968
3.1828,-0.0005296400000000001
3.1824,-0.0005296
3.1824,-0.00052956
3.1844,-0.00052952
3.182,-0.00052948
3.1828,-0.00052944
3.182,-0.0005294
3.1836,-0.00052936
3.1828,-0.00052932
3.1832000000000003,-0.00052928
3.1828,-0.00052924
3.1836,-0.0005292000000000001
3.1832000000000003,-0.00052916
3.182,-0.00052912
3.182,-0.00052908
3.182,-0.00052904
3.184,-0.0005290000000000001
3.1832000000000003,-0.00052896
3.1836,-0.00052892
3.1828,-0.00052888
3.1832000000000003,-0.00052884
3.1824,-0.0005288000000000001
3.1828,-0.00052876
3.1832000000000003,-0.00052872
3.1828,-0.00052868
3.1824,-0.00052864
3.184,-0.0005286000000000001
3.1832000000000003,-0.00052856
3.1832000000000003,-0.00052852
3.1828,-0.00052848
3.184,-0.00052844
3.1828,-0.0005284
3.1828,-0.0005283600000000001
3.1828,-0.00052832
3.182,-0.00052828
3.1828,-0.00052824
3.1824,-0.0005282
3.1828,-0.0005281600000000001
3.1816,-0.00052812
3.184,-0.00052808
3.1832000000000003,-0.00052804
3.1836,-0.000528
3.1832000000000003,-0.0005279600000000001
3.1824,-0.00052792
3.1832000000000003,-0.00052788
3.1828,-0.00052784
3.1824,-0.0005278
3.1836,-0.0005277600000000001
3.1832000000000003,-0.00052772
3.182,-0.00052768
3.1836,-0.00052764
3.1836,-0.0005276
3.1832000000000003,-0.00052756
3.1836,-0.0005275200000000001
3.1828,-0.00052748
3.1828,-0.00052744
3.1824,-0.0005274
3.1832000000000003,-0.00052736
3.1828,-0.0005273200000000001
3.182,-0.00052728
3.1828,-0.00052724
3.1848,-0.0005272
3.1824,-0.00052716
3.1816,-0.0005271200000000001
3.1836,-0.00052708
3.1832000000000003,-0.00052704
3.184,-0.000527
3.1816,-0.00052696
3.1832000000000003,-0.0005269200000000001
3.1832000000000003,-0.00052688
3.1832000000000003,-0.00052684
3.1836,-0.0005268
3.1852,-0.00052676
3.1824,-0.00052672
3.1832000000000003,-0.00052668
3.1828,-0.00052664
3.1832000000000003,-0.0005266
3.1824,-0.00052656
3.182,-0.00052652
3.1836,-0.0005264800000000001
3.1828,-0.00052644
3.182,-0.0005264
3.1828,-0.00052636
3.184,-0.00052632
3.1828,-0.0005262800000000001
3.184,-0.00052624
3.182,-0.0005262
3.184,-0.00052616
3.182,-0.00052612
3.1828,-0.0005260800000000001
3.1808,-0.00052604
3.1832000000000003,-0.000526
3.1832000000000003,-0.00052596
3.182,-0.00052592
3.182,-0.00052588
3.1828,-0.00052584
3.1824,-0.0005258
3.1816,-0.00052576
3.1824,-0.00052572
3.1828,-0.00052568
3.1808,-0.0005256400000000001
3.1828,-0.0005256
3.1816,-0.00052556
3.1832000000000003,-0.00052552
3.1824,-0.00052548
3.1816,-0.0005254400000000001
3.1828,-0.0005254
3.1836,-0.00052536
3.182,-0.00052532
3.1816,-0.00052528
3.1812,-0.0005252400000000001
3.1824,-0.0005252
3.1836,-0.00052516
3.1824,-0.00052512
3.182,-0.00052508
3.1816,-0.0005250400000000001
3.182,-0.000525
3.1824,-0.00052496
3.1832000000000003,-0.00052492
3.1824,-0.00052488
3.1836,-0.00052484
3.1832000000000003,-0.0005248000000000001
3.1824,-0.00052476
3.1824,-0.00052472
3.1824,-0.00052468
3.1828,-0.00052464
3.1824,-0.0005246000000000001
3.1828,-0.00052456
3.1816,-0.00052452
3.182,-0.00052448
3.1816,-0.00052444
3.1836,-0.0005244000000000001
3.182,-0.00052436
3.1836,-0.00052432
3.1824,-0.00052428
3.1832000000000003,-0.00052424
3.1808,-0.0005242000000000001
3.1828,-0.00052416
3.1816,-0.00052412
3.1832000000000003,-0.00052408
3.1848,-0.00052404
3.1824,-0.000524
3.1836,-0.00052396
3.184,-0.00052392
3.1824,-0.00052388
3.1828,-0.00052384
3.1804,-0.0005238
3.1828,-0.0005237600000000001
3.1828,-0.00052372
3.1832000000000003,-0.00052368
3.1836,-0.00052364
3.1824,-0.0005236
3.184,-0.0005235600000000001
3.1828,-0.00052352
3.1816,-0.00052348
3.1832000000000003,-0.00052344
3.1824,-0.0005234
3.1824,-0.0005233600000000001
3.1832000000000003,-0.00052332
3.1824,-0.00052328
3.182,-0.00052324
3.182,-0.0005232
3.1812,-0.00052316
3.1816,-0.00052312
3.1824,-0.00052308
3.1832000000000003,-0.00052304
3.1832000000000003,-0.000523
3.1828,-0.00052296
3.1836,-0.0005229200000000001
3.1836,-0.00052288
3.182,-0.00052284
3.1828,-0.0005228
3.1836,-0.00052276
3.1824,-0.0005227200000000001
3.1812,-0.00052268
3.182,-0.00052264
3.1828,-0.0005226
3.182,-0.00052256
3.1824,-0.0005225200000000001
3.1804,-0.00052248
3.1824,-0.00052244
3.184,-0.0005224
3.1836,-0.00052236
3.182,-0.00052232
3.1828,-0.00052228
3.1812,-0.00052224
3.1824,-0.0005222
3.182,-0.00052216
3.1848,-0.00052212
3.1828,-0.0005220800000000001
3.1836,-0.00052204
3.1816,-0.000522
3.1828,-0.00052196
3.1824,-0.00052192
3.182,-0.0005218800000000001
3.1832000000000003,-0.00052184
3.1828,-0.0005218
3.1832000000000003,-0.00052176
3.1836,-0.00052172
3.1816,-0.0005216800000000001
3.1828,-0.00052164
3.1804,-0.0005216
3.1836,-0.00052156
3.1828,-0.00052152
3.1816,-0.0005214800000000001
3.1824,-0.00052144
3.1828,-0.0005214
3.1816,-0.00052136
3.1816,-0.00052132
3.1832000000000003,-0.00052128
3.1828,-0.0005212400000000001
3.182,-0.0005212
3.1832000000000003,-0.00052116
3.1824,-0.00052112
3.1828,-0.00052108
3.182,-0.0005210400000000001
3.1824,-0.000521
3.1836,-0.00052096
3.184,-0.00052092
3.1828,-0.00052088
3.1836,-0.0005208400000000001
3.184,-0.0005208
3.184,-0.00052076
3.182,-0.00052072
3.1808,-0.00052068
3.1828,-0.0005206400000000001
3.1836,-0.0005206
3.1832000000000003,-0.00052056
3.1836,-0.00052052
3.1836,-0.00052048
3.1836,-0.00052044
3.1808,-0.0005204000000000001
3.1836,-0.00052036
3.1828,-0.00052032
3.1836,-0.00052028
3.1836,-0.00052024
3.1828,-0.0005202000000000001
3.1856,-0.00052016
3.1836,-0.00052012
3.1832000000000003,-0.00052008
3.1832000000000003,-0.00052004
3.1824,-0.0005200000000000001
3.1832000000000003,-0.00051996
3.1836,-0.00051992
3.184,-0.00051988
3.1832000000000003,-0.00051984
3.1832000000000003,-0.0005198000000000001
3.1832000000000003,-0.00051976
3.1832000000000003,-0.00051972
3.1828,-0.00051968
3.1848,-0.00051964
3.182,-0.0005196
3.184,-0.00051956
3.1836,-0.00051952
3.1832000000000003,-0.00051948
3.184,-0.00051944
3.1828,-0.0005194
3.1832000000000003,-0.0005193600000000001
3.1824,-0.00051932
3.1824,-0.00051928
3.1816,-0.00051924
3.1816,-0.0005192
3.184,-0.0005191600000000001
3.1832000000000003,-0.00051912
3.1836,-0.00051908
3.1832000000000003,-0.00051904
3.1828,-0.000519
3.1832000000000003,-0.0005189600000000001
3.1824,-0.00051892
3.184,-0.00051888
3.1844,-0.00051884
3.1832000000000003,-0.0005188
3.1824,-0.0005187600000000001
3.182,-0.00051872
3.184,-0.00051868
3.182,-0.00051864
3.1828,-0.0005186
3.1836,-0.00051856
3.1832000000000003,-0.00051852
3.184,-0.00051848
3.184,-0.00051844
3.1828,-0.0005184
3.1824,-0.00051836
3.182,-0.0005183200000000001
3.1836,-0.00051828
3.1836,-0.00051824
3.1836,-0.0005182
3.182,-0.00051816
3.1848,-0.0005181200000000001
3.1836,-0.00051808
3.1836,-0.00051804
3.1852,-0.000518
3.1836,-0.00051796
3.184,-0.0005179200000000001
3.1844,-0.00051788
3.1844,-0.00051784
3.1816,-0.0005178
3.1828,-0.00051776
3.184,-0.00051772
3.1844,-0.00051768
3.1824,-0.00051764
3.1836,-0.0005176
3.1836,-0.00051756
3.1832000000000003,-0.00051752
3.1832000000000003,-0.0005174800000000001
3.1844,-0.00051744
3.184,-0.0005174
3.1852,-0.00051736
3.1828,-0.00051732
3.1832000000000003,-0.0005172800000000001
3.1836,-0.00051724
3.1832000000000003,-0.0005172
3.1836,-0.00051716
3.1828,-0.00051712
3.1824,-0.0005170800000000001
3.184,-0.00051704
3.1844,-0.000517
3.1828,-0.00051696
3.1832000000000003,-0.00051692
3.1828,-0.00051688
3.184,-0.00051684
3.1852,-0.0005168
3.1836,-0.00051676
3.1828,-0.00051672
3.1836,-0.00051668
3.1828,-0.0005166400000000001
3.1832000000000003,-0.0005166
3.184,-0.00051656
3.1824,-0.00051652
3.1836,-0.00051648
3.1832000000000003,-0.0005164400000000001
3.1828,-0.0005164
3.1824,-0.00051636
3.1832000000000003,-0.00051632
3.1828,-0.00051628
3.184,-0.0005162400000000001
3.1848,-0.0005162
3.182,-0.00051616
3.1824,-0.00051612
3.1836,-0.00051608
3.182,-0.00051604
3.182,-0.000516
3.1816,-0.00051596
3.1836,-0.00051592
3.1836,-0.00051588
3.1828,-0.00051584
3.1828,-0.0005158000000000001
3.1824,-0.00051576
3.1828,-0.00051572
3.1828,-0.00051568
3.1824,-0.00051564
3.1828,-0.0005156000000000001
3.1816,-0.00051556
3.1832000000000003,-0.00051552
3.1816,-0.00051548
3.1828,-0.00051544
3.1824,-0.0005154000000000001
3.184,-0.00051536
3.1832000000000003,-0.00051532
3.1832000000000003,-0.00051528
3.1828,-0.00051524
3.1836,-0.0005152000000000001
3.1828,-0.00051516
3.1816,-0.00051512
3.1824,-0.00051508
3.1824,-0.00051504
3.1824,-0.000515
3.1836,-0.0005149600000000001
3.1828,-0.00051492
3.1824,-0.00051488
3.1824,-0.00051484
3.1828,-0.0005148
3.184,-0.0005147600000000001
3.1836,-0.00051472
3.1828,-0.00051468
3.1824,-0.00051464
3.1828,-0.0005146
3.1832000000000003,-0.0005145600000000001
3.1824,-0.00051452
3.184,-0.00051448
3.1832000000000003,-0.00051444
3.1836,-0.0005144
3.1824,-0.0005143600000000001
3.1844,-0.00051432
3.1828,-0.00051428
3.184,-0.00051424
3.182,-0.0005142
3.1824,-0.00051416
3.1828,-0.0005141200000000001
3.1836,-0.00051408
3.1828,-0.00051404
3.1828,-0.000514
3.1828,-0.00051396
3.1824,-0.0005139200000000001
3.182,-0.00051388
3.1824,-0.00051384
3.1812,-0.0005138
3.1828,-0.00051376
3.182,-0.0005137200000000001
3.1828,-0.00051368
3.1812,-0.00051364
3.1824,-0.0005136
3.1836,-0.00051356
3.1836,-0.0005135200000000001
3.1824,-0.00051348
3.1836,-0.00051344
3.184,-0.0005134
3.182,-0.00051336
3.1824,-0.00051332
3.1828,-0.0005132800000000001
3.1824,-0.00051324
3.1836,-0.0005132
3.1808,-0.00051316
3.1816,-0.00051312
3.182,-0.0005130800000000001
3.1836,-0.00051304
3.1824,-0.000513
3.1824,-0.00051296
3.1824,-0.00051292
3.1816,-0.0005128800000000001
3.1832000000000003,-0.00051284
3.1828,-0.0005128
3.1832000000000003,-0.00051276
3.1836,-0.00051272
3.182,-0.0005126800000000001
3.1828,-0.00051264
3.1816,-0.0005126
3.1836,-0.00051256
3.182,-0.00051252
3.1828,-0.00051248
3.1816,-0.00051244
3.1828,-0.0005124
3.1832000000000003,-0.00051236
3.1832000000000003,-0.00051232
3.1828,-0.00051228
3.1812,-0.0005122400000000001
3.182,-0.0005122
3.182,-0.00051216
3.1824,-0.00051212
3.1832000000000003,-0.00051208
3.1828,-0.0005120400000000001
3.1828,-0.000512
3.1832000000000003,-0.00051196
3.182,-0.00051192
3.1824,-0.00051188
3.1828,-0.0005118400000000001
3.182,-0.0005118
3.1816,-0.00051176
3.1816,-0.00051172
3.1824,-0.00051168
3.1828,-0.0005116400000000001
3.182,-0.0005116
3.1824,-0.00051156
3.1832000000000003,-0.00051152
3.182,-0.00051148
3.1848,-0.00051144
3.1824,-0.0005114
3.1832000000000003,-0.00051136
3.1836,-0.00051132
3.1828,-0.00051128
3.1828,-0.00051124
3.1832000000000003,-0.0005112000000000001
3.1836,-0.00051116
3.1816,-0.00051112
3.1828,-0.00051108
3.184,-0.00051104
3.182,-0.0005110000000000001
3.1836,-0.00051096
3.184,-0.00051092
3.184,-0.00051088
3.1832000000000003,-0.00051084
3.1828,-0.0005108000000000001
3.182,-0.00051076
3.184,-0.00051072
3.1828,-0.00051068
3.1816,-0.00051064
3.1816,-0.0005106
3.1828,-0.00051056
3.182,-0.00051052
3.1824,-0.00051048
3.1824,-0.00051044
3.1824,-0.0005104
3.1836,-0.0005103600000000001
3.1828,-0.00051032
3.1816,-0.00051028
3.1816,-0.00051024
3.1828,-0.0005102
3.1828,-0.0005101600000000001
3.1832000000000003,-0.00051012
3.1832000000000003,-0.00051008
3.1828,-0.00051004
3.1824,-0.00051
3.1828,-0.0005099600000000001
3.1828,-0.00050992
3.1812,-0.00050988
3.1828,-0.00050984
3.184,-0.0005098
3.1824,-0.00050976
3.184,-0.00050972
3.182,-0.00050968
3.1824,-0.00050964
3.1832000000000003,-0.0005096
3.1824,-0.00050956
3.182,-0.0005095200000000001
3.184,-0.00050948
3.1844,-0.00050944
3.1836,-0.0005094
3.1828,-0.00050936
3.1828,-0.0005093200000000001
3.1816,-0.00050928
3.1824,-0.00050924
3.182,-0.0005092
3.1824,-0.00050916
3.1824,-0.0005091200000000001
3.184,-0.00050908
3.1828,-0.00050904
3.182,-0.000509
3.1836,-0.00050896
3.1832000000000003,-0.00050892
3.182,-0.00050888
3.1836,-0.00050884
3.1824,-0.0005088
3.182,-0.00050876
3.1836,-0.00050872
3.1828,-0.0005086800000000001
3.1828,-0.00050864
3.1824,-0.0005086
3.1832000000000003,-0.00050856
3.184,-0.00050852
3.1824,-0.0005084800000000001
3.1832000000000003,-0.00050844
3.1832000000000003,-0.0005084
3.1828,-0.00050836
3.184,-0.00050832
3.1836,-0.0005082800000000001
3.1836,-0.00050824
3.1844,-0.0005082
3.1832000000000003,-0.00050816
3.1836,-0.00050812
3.1832000000000003,-0.0005080800000000001
3.184,-0.00050804
3.1828,-0.000508
3.182,-0.00050796
3.1844,-0.00050792
3.182,-0.00050788
3.1832000000000003,-0.0005078400000000001
3.184,-0.0005078
3.1832000000000003,-0.00050776
3.1832000000000003,-0.00050772
3.1828,-0.00050768
3.1832000000000003,-0.0005076400000000001
3.1824,-0.0005076
3.1828,-0.00050756
3.1832000000000003,-0.00050752
3.1828,-0.00050748
3.1836,-0.0005074400000000001
3.1828,-0.0005074
3.184,-0.00050736
3.1832000000000003,-0.00050732
3.1848,-0.00050728
3.1836,-0.0005072400000000001
3.182,-0.0005072
3.1836,-0.00050716
3.1848,-0.00050712
3.1824,-0.00050708
3.1824,-0.00050704
3.1828,-0.0005070000000000001
3.1832000000000003,-0.00050696
3.1828,-0.00050692
3.184,-0.00050688
3.184,-0.00050684
3.1836,-0.0005068000000000001
3.1836,-0.00050676
3.1852,-0.00050672
3.1836,-0.00050668
3.184,-0.00050664
3.184,-0.0005066000000000001
3.1832000000000003,-0.00050656
3.1824,-0.00050652
3.1828,-0.00050648
3.1824,-0.00050644
3.1824,-0.0005064000000000001
3.1828,-0.00050636
3.1828,-0.00050632
3.1836,-0.00050628
3.1832000000000003,-0.00050624
3.1828,-0.0005062
3.1832000000000003,-0.00050616
3.1824,-0.00050612
3.1832000000000003,-0.00050608
3.1832000000000003,-0.00050604
3.182,-0.000506
3.1832000000000003,-0.0005059600000000001
3.184,-0.00050592
3.182,-0.00050588
3.1832000000000003,-0.00050584
3.1836,-0.0005058
3.1836,-0.0005057600000000001
3.1832000000000003,-0.00050572
3.182,-0.00050568
3.1828,-0.00050564
